,configuration,RMSE_normalized,RMSE_denormalized
0,LSTM_256_neurons_30_days,0.06684831168145118,8.090650632322948e-06
1,LSTM_256_neurons_200_days,0.05465886246063066,6.615361779670697e-06
2,LSTM_256_neurons_100_days,0.04778617269578441,5.783560361247981e-06
3,LSTM_128_neurons_30_days,0.06395129459091352,7.74002515266008e-06
4,LSTM_128_neurons_200_days,0.04938911069591779,5.977563827713618e-06
5,LSTM_128_neurons_100_days,0.04702633891714928,5.691597547879069e-06
