,configuration,RMSE_normalized,RMSE_denormalized
0,LSTM_256_neurons_30_days,0.029893402088395814,0.003165711266940471
1,LSTM_256_neurons_200_days,0.03853887551402218,0.004081267435134168
2,LSTM_256_neurons_100_days,0.04585792883138451,0.004856355357822767
3,LSTM_128_neurons_30_days,0.03860182642048865,0.004087932850820735
4,LSTM_128_neurons_200_days,0.040819814566558435,0.004322818861368388
5,LSTM_128_neurons_100_days,0.04482257049216504,0.004746710072171848
