,symbol,date,rmse_norm,rmse_denorm
0,BTC,2016-07-29,0.02940905706183436,82.59620117187501
1,BTC,2016-08-26,0.0021266606884435546,5.972814941406227
2,BTC,2016-09-09,0.008219001355337346,23.083293457031232
3,BTC,2016-10-29,0.011250216037090477,31.596599121093732
4,BTC,2016-11-24,0.005647970341618458,15.862473144531236
5,BTC,2016-12-14,0.0056536028856841725,15.878273925781286
6,BTC,2017-01-27,0.01006134401410097,28.25755859374999
7,BTC,2017-02-14,0.0018010392504879125,5.058291015624945
8,BTC,2017-03-22,0.026201234397310313,73.58694335937503
9,BTC,2017-04-20,0.016882054364081134,47.4136816406251
10,BTC,2017-05-07,0.07228157659179923,203.00491210937503
11,BTC,2017-06-11,0.0987753318890876,277.41359375
