,symbol,date,rmse_norm,rmse_denorm
0,XRP_with_indicators,2016-07-29,0.006239565875714795,1.285662176860496e-06
1,XRP_with_indicators,2016-08-26,0.006165364317395269,1.2703731691814024e-06
2,XRP_with_indicators,2016-09-09,0.0034523385992055386,7.11354278877843e-07
3,XRP_with_indicators,2016-10-29,0.0060299014909027115,1.2424606049549773e-06
4,XRP_with_indicators,2016-11-24,0.004989583978058355,1.0281039140815845e-06
5,XRP_with_indicators,2016-12-14,0.00021988801428543536,4.530738908797605e-08
6,XRP_with_indicators,2017-01-27,0.0007786524304213838,1.604410951898894e-07
7,XRP_with_indicators,2017-02-14,0.0007495462958170065,1.5444402450928468e-07
8,XRP_with_indicators,2017-03-22,0.019989019212125647,4.118737620534375e-06
9,XRP_with_indicators,2017-04-20,0.005212822536246581,1.0741012257989495e-06
10,XRP_with_indicators,2017-05-07,0.19235256642602194,3.9634249784704294e-05
11,XRP_with_indicators,2017-06-11,0.10952663498288129,2.256796151883901e-05
