,configuration,RMSE_normalized,RMSE_denormalized
0,LSTM_128_neurons_100_days,0.12335716229789595,366.79009765625005
1,LSTM_128_neurons_200_days,0.06753353816383223,200.80425781250003
2,LSTM_128_neurons_30_days,0.061492428601912064,182.84161132812503
3,LSTM_256_neurons_100_days,0.06625436288230757,197.00079101562503
4,LSTM_256_neurons_200_days,0.13603644114845134,404.49078125000005
5,LSTM_256_neurons_30_days,0.1103345010887895,328.06866210937505
