stock_id,Date      ,PriceOfLastTransaction,MaxPrice,MinPrice,AvgPrice ,ChangePercentage,TradedQuantity,TotalTradedVolume,TotalTradedVolumeIncludingBlocks,RSI_14            ,SMA_14            ,EMA_14            ,RSI_30            ,SMA_30            ,EMA_30            ,RSI_60            ,SMA_60            ,EMA_60
MPT     ,2017-07-31,30000.0               ,30000.0 ,29201.0 ,29897.13 ,-0.34           ,78            ,2331976          ,2331976                         ,63.61826476665074 ,29524.285714285714,29630.28285810044 ,61.68012806459931 ,28733.333333333332,28981.948331347507,57.89876326829416 ,28042.783333333333,28388.52630867461
MPT     ,2017-08-01,30000.0               ,30000.0 ,29900.0 ,29955.56 ,0.2             ,18            ,539200           ,539200                          ,63.618264766650746,29660.0           ,29679.578477020383,61.680128064599316,28800.0           ,29047.629084163797,57.89876326829416 ,28092.783333333333,28441.361511668885
MPT     ,2017-08-03,30000.0               ,0.0     ,0.0     ,29955.56 ,0.0             ,0             ,0                ,0                               ,63.618264766650746,29767.14285714286 ,29722.301346751   ,61.680128064599316,28866.666666666668,29109.072369056455,57.89876326829416 ,28142.783333333333,28492.464412925645
MPT     ,2017-08-04,30000.0               ,30000.0 ,30000.0 ,30000.0  ,0.15            ,5             ,150000           ,5811400                         ,63.61826476665074 ,29874.285714285714,29759.327833850864,61.680128064599316,28933.333333333332,29166.551571052813,57.89876326829416 ,28184.45          ,28541.891809223165
MPT     ,2017-08-07,31201.0               ,31201.0 ,30500.0 ,30868.06 ,2.89            ,31            ,956910           ,956910                          ,74.14675929047691 ,30067.214285714286,29951.550789337416,67.81218878029912 ,29040.033333333333,29297.806308404244,61.29990423372244 ,28246.133333333335,28629.0756843306
MPT     ,2017-08-08,31201.0               ,0.0     ,0.0     ,30868.06 ,0.0             ,0             ,0                ,0                               ,74.14675929047691 ,30260.14285714286 ,30118.144017425762,67.81218878029912 ,29146.733333333334,29420.592998184617,61.29990423372245 ,28307.816666666666,28713.401071729597
MPT     ,2017-08-09,30870.0               ,30870.0 ,30870.0 ,30870.0  ,0.01            ,6             ,185220           ,185220                          ,67.92748337437396 ,30393.714285714286,30218.391481768995,64.76239038129006 ,29225.733333333334,29514.103127333998,59.92094760390692 ,28372.316666666666,28784.109233312232
MPT     ,2017-08-10,31200.0               ,31200.0 ,31000.0 ,31129.03 ,0.84            ,31            ,965000           ,965000                          ,70.5648085733177  ,30515.14285714286 ,30349.27261753313 ,66.32275574592458 ,29315.733333333334,29622.870667506   ,60.814420968925575,28449.816666666666,28863.318766646258
MPT     ,2017-08-11,31200.0               ,31200.0 ,31200.0 ,31200.0  ,0.23            ,15            ,468000           ,468000                          ,70.56480857331772 ,30576.571428571428,30462.70293519538 ,66.32275574592457 ,29405.733333333334,29724.62094702174 ,60.81442096892557 ,28527.916666666668,28939.93126610048
MPT     ,2017-08-14,31200.0               ,31200.0 ,31000.0 ,31009.52 ,-0.61           ,21            ,651200           ,651200                          ,70.56480857331772 ,30590.85714285714 ,30561.009210502663,66.32275574592457 ,29512.4           ,29819.806692375176,60.81442096892557 ,28606.233333333334,29014.031880326693
MPT     ,2017-08-15,31000.0               ,31000.0 ,31000.0 ,31000.0  ,-0.03           ,11            ,341000           ,341000                          ,66.48924410799404 ,30590.85714285714 ,30619.541315768976,64.4153349880742  ,29612.4           ,29895.948196092908,59.963087008042805,28681.216666666667,29079.14558916844
MPT     ,2017-08-16,31004.0               ,31004.0 ,31004.0 ,31004.0  ,0.01            ,3             ,93012            ,93012                           ,66.53066694848657 ,30648.285714285714,30670.802473666445,64.43647275985742 ,29712.533333333333,29967.435409248203,59.97448003028143 ,28756.266666666666,29142.255569851444
MPT     ,2017-08-17,31000.0               ,31004.0 ,31000.0 ,31000.5  ,-0.01           ,32            ,992016           ,992016                          ,66.44267033595034 ,30705.428571428572,30714.695477177585,64.39694501597144 ,29812.533333333333,30034.052479619288,59.957134091424734,28815.433333333334,29203.165223298936
MPT     ,2017-08-18,31000.0               ,0.0     ,0.0     ,31000.5  ,0.0             ,0             ,0                ,0                               ,66.44267033595034 ,30776.85714285714 ,30752.736080220573,64.39694501597144 ,29912.533333333333,30096.371674482558,59.957134091424734,28874.6           ,29262.07783892848
MPT     ,2017-08-21,31000.0               ,0.0     ,0.0     ,31000.5  ,0.0             ,0             ,0                ,0                               ,66.44267033595034 ,30848.285714285714,30785.70460285783 ,64.39694501597144 ,30012.533333333333,30154.670276128843,59.957134091424734,28941.266666666666,29319.05889338984
MPT     ,2017-08-22,30800.0               ,30800.0 ,30800.0 ,30800.0  ,-0.65           ,33            ,1016400          ,1016400                         ,61.44475847573786 ,30905.428571428572,30787.61065581012 ,62.28893582227491 ,30105.866666666665,30196.304451862467,59.05964758207657 ,29004.6           ,29367.614339508207
MPT     ,2017-08-23,30800.0               ,30800.0 ,30800.0 ,30800.0  ,0.0             ,11            ,338800           ,338800                          ,61.444758475737856,30962.571428571428,30789.26256836877 ,62.2889358222749  ,30227.2           ,30235.25255174231 ,59.059647582076565,29067.933333333334,29414.577803786626
MPT     ,2017-08-24,30800.0               ,0.0     ,0.0     ,30800.0  ,0.0             ,0             ,0                ,0                               ,61.444758475737856,31019.714285714286,30790.6942259196  ,62.2889358222749  ,30317.2           ,30271.68787098474 ,59.05964758207657 ,29131.266666666666,29460.001482351
MPT     ,2017-08-25,30700.0               ,30800.0 ,30700.0 ,30786.96 ,-0.04           ,23            ,708100           ,71038100                        ,58.72802768635416 ,30983.928571428572,30778.601662463654,61.18400157470679 ,30390.533333333333,30299.32091156637 ,58.598774487459664,29184.6           ,29500.657171454244
MPT     ,2017-08-29,31000.0               ,31000.0 ,30612.0 ,30842.32 ,0.18            ,31            ,956112           ,956112                          ,63.863623579253876,30969.571428571428,30808.121440801835,63.2072511298884  ,30473.866666666665,30344.526014045958,59.56124648692045 ,29242.933333333334,29549.81595271804
MPT     ,2017-08-30,30800.0               ,30800.0 ,30800.0 ,30800.0  ,-0.14           ,1             ,30800            ,30800                           ,58.65070633626755 ,30964.571428571428,30807.038582028257,61.016294885433425,30550.533333333333,30373.911432494606,58.63732224574724 ,29297.933333333334,29590.80559361253
MPT     ,2017-08-31,30999.0               ,31000.0 ,30999.0 ,30999.25 ,0.65            ,4             ,123997           ,123997                          ,61.96083274348853 ,30950.214285714286,30832.633437757824,62.35783873281334 ,30633.833333333332,30414.239727172375,59.27635177417641 ,29356.25          ,29636.97590201868
MPT     ,2017-09-01,30800.0               ,31000.0 ,30800.0 ,30981.82 ,-0.06           ,22            ,681600           ,681600                          ,57.066215050571586,30921.64285714286 ,30828.282312723448,60.21653649879412 ,30693.833333333332,30439.12748670964 ,58.359700972373034,29411.25          ,29675.107839657412
MPT     ,2017-09-04,31000.0               ,31000.0 ,31000.0 ,31000.0  ,0.06            ,23            ,713000           ,713000                          ,60.43199576689219 ,30907.35714285714 ,30851.17800436032 ,61.58643651523001 ,30743.833333333332,30475.312810147727,59.007414945677716,29467.916666666668,29718.546926881758
MPT     ,2017-09-05,31000.0               ,31000.0 ,31000.0 ,31000.0  ,0.0             ,18            ,558000           ,558000                          ,60.431995766892186,30907.35714285714 ,30871.02093711228 ,61.58643651523001 ,30765.833333333332,30509.16359658981 ,59.007414945677716,29517.916666666668,29760.561781738095
MPT     ,2017-09-06,31140.0               ,31140.0 ,31000.0 ,31003.36 ,0.01            ,125           ,3875420          ,3875420                         ,62.77689266759281 ,30917.071428571428,30906.884812163975,62.55029570484084 ,30770.5           ,30549.86271939047 ,59.46362987449048 ,29570.25          ,29805.789264304058
MPT     ,2017-09-07,31000.0               ,31000.0 ,31000.0 ,31000.0  ,-0.01           ,51            ,1581000          ,1581000                         ,59.02882868479122 ,30917.071428571428,30919.300170542112,60.96947757416771 ,30770.5           ,30578.9038342685  ,58.79834466176791 ,29620.25          ,29844.943714654746
MPT     ,2017-09-11,30950.0               ,31000.0 ,30950.0 ,30996.15 ,-0.01           ,91            ,2820650          ,2820650                         ,57.710370871539745,30913.5           ,30923.393481136496,60.4060791906946  ,30795.5           ,30602.845522380212,58.56045179174128 ,29669.416666666668,29881.175068272623
MPT     ,2017-09-12,31000.0               ,31000.0 ,30900.0 ,30977.83 ,-0.06           ,23            ,712490           ,712490                          ,58.69876094908306 ,30913.5           ,30933.60768365163 ,60.78057313956055 ,30822.166666666668,30628.46839190407 ,58.73020859355628 ,29719.416666666668,29917.857852919424
MPT     ,2017-09-13,31000.0               ,31000.0 ,30999.0 ,30999.91 ,0.07            ,57            ,1766995          ,1766995                         ,58.698760949083066,30927.785714285714,30942.45999249808 ,60.78057313956055 ,30855.5           ,30652.438173071547,58.73020859355627 ,29761.083333333332,29953.337923315506
MPT     ,2017-09-14,30800.0               ,31000.0 ,30800.0 ,30926.32 ,-0.24           ,19            ,587600           ,587600                          ,53.00975088846013 ,30927.785714285714,30923.46532683167 ,58.42051581798345 ,30882.166666666668,30661.9582909379  ,57.752077765547796,29807.75          ,29981.097335665818
MPT     ,2017-09-15,31000.0               ,31000.0 ,30999.0 ,30999.86 ,0.24            ,22            ,681997           ,681997                          ,57.430257222532994,30942.071428571428,30933.66994992078 ,60.02447167453947 ,30915.5           ,30683.767433458033,58.45551820960074 ,29857.75          ,30014.503980398087
MPT     ,2017-09-18,31000.0               ,31000.0 ,30979.0 ,30994.68 ,-0.02           ,31            ,960835           ,960835                          ,57.430257222532994,30963.5           ,30942.51395659801 ,60.02447167453948 ,30948.833333333332,30704.169534525256,58.45551820960074 ,29907.75          ,30046.81532530307
