DateTime,Open,High,Low,Close,Volume,VolumeBTC,Symbol,RSI_14,SMA_14,EMA_14,RSI_30,SMA_30,EMA_30,RSI_60,SMA_60,EMA_60
2016-07-23,655.16,664.21,651.03,659.29,29815.62,19642346.73,USD,50.9746986814185,662.3535714285701,661.179636016141,54.51294753582882,660.0253333333337,655.3485964630272,56.597479229556214,635.5648333333328,623.8074881236973
2016-07-24,659.29,662.51,651.08,654.0,34383.06,22564554.46,USD,49.391561390834674,662.8742857142845,660.2223512139889,53.81150893290807,659.7080000000004,655.2615902396061,56.18745445174565,638.9098333333328,624.7974065458712
2016-07-25,654.0,657.76,643.49,654.38,49388.21,32177578.58,USD,49.512243012175546,661.7185714285703,659.4433710521237,53.855582431893254,660.6736666666671,655.204713449954,56.210622438402744,641.9153333333327,625.7673276427279
2016-07-26,654.38,659.08,646.04,654.54,29885.7,19568531.49,USD,49.566497658384904,661.2464285714275,658.7895882451738,53.874732022043624,661.0030000000005,655.1618287112474,56.22053247488648,644.0873333333327,626.7106939495237
2016-07-27,654.54,657.96,650.81,654.13,28112.8,18452583.66,USD,49.42068784900484,661.0235714285702,658.168309812484,53.815595908167495,661.3110000000005,655.0952591169734,56.18740503191251,646.3886666666659,627.609687590523
2016-07-28,654.13,657.4,650.99,655.43,27043.62,17757920.48,USD,49.92115494865243,660.3971428571416,657.8032018374862,53.98109813602303,661.9406666666672,655.1168553029751,56.27046769924028,648.4414999999992,628.5218289809976
2016-07-29,655.43,657.55,652.06,654.74,19354.41,12721755.54,USD,49.64182384033294,659.9721428571416,657.3947749258214,53.87521088816384,661.4313333333339,655.0925420576218,56.21295977759894,650.5384999999992,629.3814411455551
2016-07-30,654.74,654.92,621.42,621.87,62887.74,39918066.14,USD,38.613931084398054,656.0821428571417,652.6581382690451,49.13115325561244,659.6746666666672,652.9491522474526,53.561825553734835,651.9463333333326,629.1351643866844
2016-07-31,621.87,627.89,603.55,607.0,66660.27,41229298.83,USD,34.8603091600145,651.5549999999988,646.5703864998392,47.18869951277416,656.6393333333339,649.9846908121331,52.42466758830018,653.1113333333326,628.409421292039
2016-08-01,607.0,613.75,471.36,513.43,130913.66,75338595.54,USD,21.05875322903262,640.292857142856,628.8183349665272,37.538492055428335,651.6990000000005,641.1747107597374,46.155712834396034,652.2179999999993,624.6396042004968
