,configuration,RMSE_normalized,RMSE_denormalized
0,LSTM_256_neurons_30_days,0.08268722462199267,1.000763518167279e-05
1,LSTM_256_neurons_200_days,0.01911594892657097,2.313603198559467e-06
2,LSTM_256_neurons_100_days,0.06260268656075035,7.576803474617744e-06
3,LSTM_128_neurons_30_days,0.04724418221911522,5.717963294604754e-06
4,LSTM_128_neurons_200_days,0.04164617306627105,5.040436466365718e-06
5,LSTM_128_neurons_100_days,0.059398517118738885,7.189002078679379e-06
