,configuration,RMSE_normalized,RMSE_denormalized
0,LSTM_256_neurons_30_days,0.05504381763206031,1.6149856307831942e-06
1,LSTM_256_neurons_200_days,0.05464643501754707,1.603326278188688e-06
2,LSTM_256_neurons_100_days,0.06261780731768514,1.8372063650415659e-06
3,LSTM_128_neurons_30_days,0.05514702214316631,1.6180136418102972e-06
4,LSTM_128_neurons_200_days,0.06341750622805065,1.8606694619883876e-06
5,LSTM_128_neurons_100_days,0.06637607774722849,1.947474148837646e-06
