stock_id,Date      ,PriceOfLastTransaction,MaxPrice,MinPrice,AvgPrice ,ChangePercentage,TradedQuantity,TotalTradedVolume,TotalTradedVolumeIncludingBlocks,RSI_14            ,RSI_30            ,RSI_60            ,SMA_14            ,SMA_30            ,SMA_60            ,EMA_14            ,EMA_30            ,EMA_60
MPT     ,2010-08-27,26200.0               ,26200.0 ,26000.0 ,26133.33 ,0.29            ,6             ,156800           ,156800                          ,45.73066599933722 ,44.13170277580457 ,43.301338303237515,26106.714285714286,26643.133333333335,26874.8           ,26233.62842945638 ,26533.423323054812,27236.14118896328
MPT     ,2010-08-30,26000.0               ,26200.0 ,26000.0 ,26075.86 ,-0.22           ,29            ,756200           ,756200                          ,43.079671439679665,43.127331510895864,42.90669046825672 ,26070.785714285714,26623.133333333335,26849.8           ,26202.47797219553 ,26499.00891511579 ,27195.611969653008
MPT     ,2010-08-31,26000.0               ,26000.0 ,26000.0 ,26000.0  ,-0.29           ,6             ,156000           ,156000                          ,43.07967143967968 ,43.127331510895864,42.90669046825671 ,26034.35714285714 ,26606.466666666667,26816.483333333334,26175.48090923613 ,26466.814791559933,27156.411577205366
MPT     ,2010-09-01,26000.0               ,26000.0 ,26000.0 ,26000.0  ,0.0             ,28            ,728000           ,728000                          ,43.07967143967968 ,43.12733151089587 ,42.90669046825672 ,25998.64285714286 ,26589.8           ,26797.15          ,26152.083454671312,26436.697708233485,27118.496443526503
MPT     ,2010-09-02,26000.0               ,26000.0 ,26000.0 ,26000.0  ,0.0             ,11            ,286000           ,286000                          ,43.07967143967967 ,43.12733151089587 ,42.90669046825671 ,25985.785714285714,26539.8           ,26780.483333333334,26131.805660715137,26408.523662541003,27081.82442898465
MPT     ,2010-09-03,26000.0               ,26000.0 ,26000.0 ,26000.0  ,0.0             ,11            ,286000           ,286000                          ,43.07967143967967 ,43.12733151089587 ,42.90669046825671 ,26021.5           ,26489.8           ,26775.483333333334,26114.231572619785,26382.167297215776,27046.354775575317
MPT     ,2010-09-06,25800.0               ,25800.0 ,25800.0 ,25800.0  ,-0.77           ,10            ,258000           ,258000                          ,39.742490133482995,41.995040948139945,42.48553188240039 ,26042.928571428572,26426.466666666667,26780.483333333334,26072.334029603815,26344.60811675024 ,27005.490684572847
MPT     ,2010-09-07,26000.0               ,26000.0 ,26000.0 ,26000.0  ,0.78            ,5             ,130000           ,130000                          ,44.38234875528282 ,43.528794619041186,43.053970181685045,26042.928571428572,26376.466666666667,26776.316666666666,26062.689492323305,26322.37533502442 ,26972.523776881935
MPT     ,2010-09-10,26000.0               ,0.0     ,0.0     ,26000.0  ,0.0             ,0             ,0                ,0                               ,44.38234875528281 ,43.5287946190412  ,43.053970181685045,26050.071428571428,26343.133333333335,26767.983333333334,26054.330893346865,26301.576926313166,26940.637751410395
MPT     ,2010-09-13,26000.0               ,0.0     ,0.0     ,26000.0  ,0.0             ,0             ,0                ,0                               ,44.38234875528281 ,43.5287946190412  ,43.05397018168504 ,26050.071428571428,26309.8           ,26751.316666666666,26047.08677423395 ,26282.120350421996,26909.79716939694
MPT     ,2010-09-14,25998.0               ,26000.0 ,25900.0 ,25985.0  ,-0.06           ,24            ,623640           ,623640                          ,44.339706473959836,43.51605636834664 ,43.04949539842203 ,26014.214285714286,26276.4           ,26734.616666666665,26040.54187100276 ,26263.79000523348 ,26879.902180236386
MPT     ,2010-09-15,25250.0               ,25250.0 ,25250.0 ,25250.0  ,-2.83           ,1             ,25250            ,25250                           ,31.968569035140217,39.0902129400791  ,41.41245057507863 ,25960.571428571428,26211.4           ,26697.116666666665,25935.13628820239 ,26198.384198444222,26826.46276449093
MPT     ,2010-09-16,24800.0               ,25600.0 ,24800.0 ,25021.41 ,-0.91           ,29            ,725621           ,725621                          ,27.07447355279957 ,36.763224204969816,40.4708960386735  ,25874.85714285714 ,26108.066666666666,26638.783333333333,25783.78478310874 ,26108.165863060723,26760.021362376472
MPT     ,2010-09-17,25500.0               ,25500.0 ,24800.0 ,25154.08 ,0.53            ,13            ,327003           ,327003                          ,41.959526873086176,42.29132706375686 ,42.5376220657846  ,25824.85714285714 ,26058.066666666666,26613.783333333333,25745.946812027574,26068.929355766482,26718.70918656085
MPT     ,2010-09-20,24800.0               ,24800.0 ,24800.0 ,24800.0  ,-1.41           ,2             ,49600            ,49600                           ,34.39829692085215 ,38.7839556744098  ,41.08699046742229 ,25724.85714285714 ,25988.066666666666,26577.116666666665,25619.820570423897,25987.062945717033,26655.800688640822
MPT     ,2010-09-21,24500.0               ,24800.0 ,24500.0 ,24730.77 ,-0.28           ,13            ,321500           ,321500                          ,31.757044887076187,37.40849814166679 ,40.485258212415175,25617.714285714286,25904.733333333334,26535.433333333334,25470.511161034043,25891.123400832064,26585.11869884932
MPT     ,2010-09-22,23990.0               ,24500.0 ,23990.0 ,24148.5  ,-2.35           ,20            ,482970           ,482970                          ,27.84302580872754 ,35.21234695245251 ,39.48552294058445 ,25474.14285714286 ,25804.4           ,26471.933333333334,25273.10967289617 ,25768.47027819774 ,26500.032839870655
MPT     ,2010-09-23,24000.0               ,24000.0 ,23999.0 ,23999.37 ,-0.62           ,27            ,647983           ,647983                          ,28.030329732583446,35.28940543154504 ,39.51530554376337 ,25331.285714285714,25720.966666666667,26410.25          ,25103.361716510015,25654.375421539822,26418.06455003883
MPT     ,2010-09-24,24000.0               ,0.0     ,0.0     ,23999.37 ,0.0             ,0             ,0                ,0                               ,28.030329732583446,35.28940543154504 ,39.51530554376336 ,25188.428571428572,25637.3           ,26343.583333333332,24956.246820975346,25547.64152337596 ,26338.783745119526
MPT     ,2010-09-27,23000.0               ,23500.0 ,23000.0 ,23333.33 ,-2.78           ,9             ,210000           ,210000                          ,21.544398927911278,31.304797478432178,37.60146138064865 ,24974.14285714286 ,25520.633333333335,26260.25          ,24695.413911511965,25383.2775541259  ,26229.315425607412
MPT     ,2010-09-28,22634.0               ,22700.0 ,22634.0 ,22673.6  ,-2.83           ,5             ,113368           ,113368                          ,19.743710218610065,30.02135647576537 ,36.93562577845908 ,24748.0           ,25402.433333333334,26170.816666666666,24420.55872331037 ,25205.904808698422,26111.436231325202
MPT     ,2010-09-29,22995.0               ,23000.0 ,22634.0 ,22960.95 ,1.27            ,20            ,459219           ,459219                          ,26.287871738226148,32.83119899822091 ,38.036215815115895,24533.35714285714 ,25318.933333333334,26087.416666666668,24230.484226868986,25063.265788782395,26009.257994232572
MPT     ,2010-09-30,22273.0               ,22273.0 ,22273.0 ,22273.0  ,-3.0            ,3             ,66819            ,66819                           ,22.36073760068647 ,30.31295403378212 ,36.73238903799871 ,24267.14285714286 ,25211.366666666665,25996.95          ,23969.48632995312 ,24883.248641119015,25886.757732126585
MPT     ,2010-10-01,22499.0               ,22500.0 ,22200.0 ,22427.44 ,0.69            ,27            ,605541           ,605541                          ,26.083110816157618,32.001849726260865,37.41529558901763 ,24017.071428571428,25094.666666666668,25923.6           ,23773.42148595937 ,24729.426148143593,25775.683708122437
MPT     ,2010-10-04,22500.0               ,23100.0 ,22500.0 ,22885.79 ,2.04            ,14            ,320401           ,320401                          ,26.099994189748422,32.009392212283124,37.4183351982511  ,23767.214285714286,24981.333333333332,25850.266666666666,23603.63195449812 ,24585.59220310207 ,25668.284242282356
MPT     ,2010-10-05,23300.0               ,23300.0 ,23000.0 ,23082.35 ,0.86            ,17            ,392400           ,392400                          ,38.251185156359846,37.7259882406205  ,39.79712467898441 ,23627.928571428572,24891.333333333332,25796.916666666668,23563.14769389837 ,24502.65077064387 ,25590.635578600966
MPT     ,2010-10-06,23000.0               ,23400.0 ,23000.0 ,23152.63 ,0.3             ,19            ,439900           ,439900                          ,35.86933904405994 ,36.534349846677614,39.22848012293434 ,23499.35714285714 ,24774.666666666668,25738.566666666666,23488.061334711918,24405.70555963459 ,25505.696707171428
MPT     ,2010-10-07,23000.0               ,23498.0 ,23000.0 ,23039.06 ,-0.49           ,64            ,1474500          ,1474500                         ,35.86933904405994 ,36.534349846677614,39.22848012293434 ,23320.785714285714,24674.633333333335,25685.55          ,23422.986490083662,24315.01487836784 ,25423.542716772365
MPT     ,2010-10-08,23000.0               ,23000.0 ,23000.0 ,23000.0  ,-0.17           ,53            ,1219000          ,1219000                         ,35.86933904405994 ,36.534349846677614,39.22848012293435 ,23192.214285714286,24574.633333333335,25627.216666666667,23366.588291405842,24230.17520879572 ,25344.08229982901
MPT     ,2010-10-12,23000.0               ,23000.0 ,22800.0 ,22980.0  ,-0.09           ,30            ,689400           ,689400                          ,35.86933904405994 ,36.534349846677614,39.22848012293434 ,23085.071428571428,24467.966666666667,25568.883333333335,23317.70985255173 ,24150.80906629277 ,25267.227142457567
MPT     ,2010-10-13,22800.0               ,22800.0 ,22800.0 ,22800.0  ,-0.78           ,2             ,45600            ,45600                           ,33.972444962973384,35.674034135248135,38.83284567118926 ,23000.071428571428,24354.633333333335,25498.883333333335,23248.6818722115  ,24063.660094273884,25186.33444926224
MPT     ,2010-10-14,22400.0               ,22800.0 ,22400.0 ,22559.18 ,-1.06           ,17            ,383506           ,383506                          ,30.498572293654775,34.01672973637137 ,38.05229216696542 ,22885.785714285714,24234.633333333335,25428.883333333335,23135.524289249966,23956.327184965892,25094.979221417576
MPT     ,2010-10-15,22200.0               ,22201.0 ,22200.0 ,22200.24 ,-1.59           ,21            ,466205           ,466205                          ,28.90693597545997 ,33.21850819177304 ,37.667312897760326,22757.214285714286,24107.966666666667,25357.216666666667,23010.78771734997 ,23843.01575367777 ,25000.06186989569
MPT     ,2010-10-18,22500.0               ,22500.0 ,22200.0 ,22290.91 ,0.41            ,11            ,245200           ,245200                          ,34.43428718198277 ,35.564729933647996,38.614665485562725,22721.5           ,23991.3           ,25290.55          ,22942.682688369972,23756.369576021138,24918.092628259765
MPT     ,2010-10-19,22200.0               ,22200.0 ,22000.0 ,22066.89 ,-1.0            ,63            ,1390214          ,1390214                         ,31.77389893005504 ,34.31748527864513 ,38.02692415247807 ,22690.5           ,23864.633333333335,25202.216666666667,22843.658329920643,23655.958635632676,24828.97483716928
MPT     ,2010-10-20,22000.0               ,22001.0 ,22000.0 ,22000.38 ,-0.3            ,32            ,704012           ,704012                          ,30.10406787742298 ,33.50708281409214 ,37.6385283118649  ,22619.428571428572,23731.3           ,25110.55          ,22731.17055259789 ,23549.122594624117,24736.22156381947
MPT     ,2010-10-21,21000.0               ,21360.0 ,21000.0 ,21151.56 ,-3.86           ,32            ,676850           ,676850                          ,23.46416395131067 ,29.85982984278559 ,35.78031008791257 ,22528.5           ,23571.3           ,24998.883333333335,22500.347812251504,23384.663072390304,24613.722496153256
MPT     ,2010-10-22,21300.0               ,21300.0 ,21300.0 ,21300.0  ,0.7             ,4             ,85200            ,85200                           ,28.55527661854461 ,32.15181608645653 ,36.73323829033113 ,22442.85714285714 ,23414.633333333335,24895.55          ,22340.301437284637,23250.16868062319 ,24505.075856935116
MPT     ,2010-10-25,21300.0               ,0.0     ,0.0     ,21300.0  ,0.0             ,0             ,0                ,0                               ,28.55527661854461 ,32.15181608645653 ,36.73323829033113 ,22357.14285714286 ,23257.966666666667,24800.55          ,22201.59457898002 ,23124.351346389434,24399.991402609376
