,symbol,date,rmse_norm,rmse_denorm
0,XEM_with_indicators,2016-07-29,0.0033108021922075292,4.00706633913797e-07
1,XEM_with_indicators,2016-08-26,0.0014468293363403967,1.7511021927930333e-07
2,XEM_with_indicators,2016-09-09,0.003668612847247038,4.4401258604833935e-07
3,XEM_with_indicators,2016-10-29,0.0002546116129816048,3.08155530027577e-08
4,XEM_with_indicators,2016-11-24,0.0030238227996463377,3.659732128225734e-07
5,XEM_with_indicators,2016-12-14,0.0010554549127071086,1.2774165012058844e-07
6,XEM_with_indicators,2017-01-27,0.0008335485124867717,1.0088430320611242e-07
7,XEM_with_indicators,2017-02-14,0.00046855164564839347,5.670871763140969e-08
8,XEM_with_indicators,2017-03-22,0.004769202200802861,5.772165215574242e-07
9,XEM_with_indicators,2017-04-20,0.01872745259092984,2.26658308894839e-06
10,XEM_with_indicators,2017-05-07,0.15484260819100704,1.8740600767545398e-05
11,XEM_with_indicators,2017-06-11,0.0834792650781131,1.0103501081559812e-05
