  ,stock_id  ,date      ,rmse_norm            ,rmse_denorm
0 ,all_stocks,2019-01-04,0.011158600833787594 ,1952.1962117439991
1 ,all_stocks,2018-10-30,0.026394314530496142 ,4617.685667340245
2 ,all_stocks,2018-12-11,0.006671351239339124 ,1167.152816443459
3 ,all_stocks,2018-11-22,0.023622655725547535 ,4132.783689563443
4 ,all_stocks,2018-11-15,0.07635197291095064  ,13357.777455031148
5 ,all_stocks,2018-11-09,0.01598245707054922  ,2796.1313948439006
6 ,all_stocks,2018-11-05,0.014042987367695771 ,2456.8215269800835
7 ,all_stocks,2018-12-25,0.017708887828809732 ,3098.169975853942
8 ,all_stocks,2018-11-30,0.013584901358942943 ,2376.6786862041217
9 ,all_stocks,2018-12-14,0.0064994320970607885,1137.0759146831726
10,all_stocks,2018-11-13,0.012817243974305722 ,2242.376520063026
11,all_stocks,2018-10-26,0.02211433009721078  ,3868.902018590693
12,all_stocks,2018-10-03,0.039187634986073416 ,6855.876838203338
13,all_stocks,2018-10-09,0.003591578426359358 ,628.3469458140822
14,all_stocks,2018-12-10,0.006386203434800855 ,1117.265982108904
15,all_stocks,2018-10-04,0.014394669154523029 ,2518.3484106430924
16,all_stocks,2018-10-24,0.017960734851194957 ,3142.230593111869
17,all_stocks,2018-12-07,0.0034381055438165685,601.4966503321652
18,all_stocks,2018-11-20,0.010196404596310738 ,1783.8611982034515
19,all_stocks,2018-11-16,0.021318634869161284 ,3729.69420636869
20,all_stocks,2018-10-29,0.0126973959232105   ,2221.4094813872443
21,all_stocks,2018-12-13,0.01254591651636274  ,2194.907828630049
22,all_stocks,2018-11-28,0.005797244475294492 ,1014.228686767244
23,all_stocks,2018-12-19,0.006783041984349505 ,1186.6931198128127
24,all_stocks,2018-10-19,0.012319836821069054 ,2155.355926164088
25,all_stocks,2018-11-14,0.01990844432768514  ,3482.983249288905
26,all_stocks,2018-12-03,0.01775358185607942  ,3105.9891133258666
27,all_stocks,2018-12-21,0.010052050791564649 ,1758.60709768241
28,all_stocks,2018-10-18,0.013059001213165219 ,2284.6725964532648
29,all_stocks,2018-11-19,0.01240960554884371  ,2171.0594693867274
