,model,mean_rmse_norm,mean_rmse_denorm
0,LSTM_128_neurons_30_days,0.027960028057864877,7.908332517315631
1,LSTM_256_neurons_30_days,0.029175168392373784,4.6690005486831145
2,LSTM_128_neurons_100_days,0.025907480342412,6.229783874995193
3,LSTM_256_neurons_100_days,0.029873770698463153,9.508745408254189
4,LSTM_128_neurons_200_days,0.028479686886231887,7.802732793021851
5,LSTM_256_neurons_200_days,0.028478135599930832,7.868048529671487
