,model,mean_rmse_norm,mean_rmse_denorm
0,LSTM_128_neurons_30_days,0.03559783684673482,10.965975160633533
1,LSTM_256_neurons_30_days,0.10407953939699799,57.75289518025126
2,LSTM_128_neurons_100_days,0.045871161088254245,7.995234635382327
3,LSTM_256_neurons_100_days,0.034389651146945296,7.296818667390203
4,LSTM_128_neurons_200_days,0.03280673918704802,6.180482088049562
5,LSTM_256_neurons_200_days,0.0365559635162568,9.012483083691043
