,symbol,date,rmse_norm,rmse_denorm
0,XEM_with_indicators,2016-07-29,0.004902052492614939,5.932948654983199e-07
1,XEM_with_indicators,2016-08-26,0.001590392393415005,1.9248480180976994e-07
2,XEM_with_indicators,2016-09-09,0.002932562539496336,3.549284895043828e-07
3,XEM_with_indicators,2016-10-29,0.005136161239570426,6.216296777373643e-07
4,XEM_with_indicators,2016-11-24,0.002061949119293173,2.4955789099563857e-07
5,XEM_with_indicators,2016-12-14,0.0005877484410255138,7.113515462959227e-08
6,XEM_with_indicators,2017-01-27,0.002007018867703124,2.429096962849142e-07
7,XEM_with_indicators,2017-02-14,0.007233667651784334,8.75490872596857e-07
8,XEM_with_indicators,2017-03-22,0.007235202817353306,8.756763028912283e-07
9,XEM_with_indicators,2017-04-20,0.012197361424433562,1.4762467450229436e-06
10,XEM_with_indicators,2017-05-07,0.2013824810757574,2.4373323372332375e-05
11,XEM_with_indicators,2017-06-11,0.03000970710892914,3.6320735303685024e-06
