,configuration,Average_RMSE_norm,Average_RMSE_denorm
0,LSTM_256_neurons_30_days,0.07348674227855248,30.736956646865913
1,LSTM_256_neurons_200_days,0.1548225008351107,51.99482201954152
2,LSTM_256_neurons_100_days,0.17818134275685785,35.65667054180492
3,LSTM_128_neurons_30_days,0.07564143055282185,43.70785337879516
4,LSTM_128_neurons_200_days,0.15314987867300314,12.894796422859715
5,LSTM_128_neurons_100_days,0.06949159602318512,50.72917510312132
