,configuration,Average_RMSE_norm,Average_RMSE_denorm
0,LSTM_256_neurons_30_days,0.029418391304670517,28.921980988398825
1,LSTM_256_neurons_200_days,0.042445815198557085,51.633755984564864
2,LSTM_256_neurons_100_days,0.030700817625493603,28.235288510944955
3,LSTM_128_neurons_30_days,0.03209872636060859,42.652223844474406
4,LSTM_128_neurons_200_days,0.03878550545475202,41.9827203123959
5,LSTM_128_neurons_100_days,0.04696897101369794,35.4897532525356
