stock_id,Date      ,PriceOfLastTransaction,MaxPrice,MinPrice,AvgPrice ,ChangePercentage,TradedQuantity,TotalTradedVolume,TotalTradedVolumeIncludingBlocks,RSI_14            ,RSI_30            ,RSI_60            ,SMA_14            ,SMA_30            ,SMA_60            ,EMA_14            ,EMA_30            ,EMA_60            ,PriceOfLastTransaction_n,MaxPrice_n          ,MinPrice_n          ,AvgPrice_n          ,ChangePercentage_n ,TradedQuantity_n     ,TotalTradedVolume_n   ,TotalTradedVolumeIncludingBlocks_n,RSI_14_n            ,RSI_30_n           ,RSI_60_n           ,SMA_14_n             ,SMA_30_n             ,SMA_60_n            ,EMA_14_n             ,EMA_30_n             ,EMA_60_n
MPT     ,2014-10-06,23987.0               ,23987.0 ,23000.0 ,23398.28 ,4.41            ,18            ,421169           ,421169                          ,75.48295002165787 ,63.83863366119632 ,56.48492203384703 ,21370.0           ,21399.3           ,20943.65          ,21734.862077752725,21405.06673679792 ,21262.71600417252 ,0.13583404864091558     ,0.13475842696629214 ,0.13218466772797546 ,0.1335531833599679  ,0.6356451612903226 ,0.010575793184488836 ,0.008917551464961733  ,0.0029177609017669867             ,0.7548295002165787  ,0.6383863366119632 ,0.6567034587689284 ,0.126039994253675    ,0.12941880387712712  ,0.1314063963182505  ,0.1300719677824771   ,0.13395025419992565  ,0.13951084483024528
MPT     ,2014-10-07,22700.0               ,22700.0 ,22700.0 ,22700.0  ,-2.98           ,20            ,454000           ,454000                          ,60.002378022502974,56.458585464629145,53.11000833687813 ,21455.85714285714 ,21462.63333333333 ,20988.65          ,21863.547134052358,21488.610818294823,21309.840069609483,0.1284692417739628      ,0.12752808988764044 ,0.13046051988804533 ,0.1295675264280653  ,0.5164516129032257 ,0.011750881316098707 ,0.009612693159023165  ,0.0031452064359015312             ,0.6000237802250298  ,0.5645858546462915 ,0.617466129264994  ,0.12654637861457113  ,0.1298018315577312   ,0.13168873907294326 ,0.1308420816409048   ,0.1344730627055479   ,0.13982003948720523
MPT     ,2014-10-08,22050.0               ,22999.0 ,22050.0 ,22299.75 ,-1.76           ,8             ,178398           ,178398                          ,53.98096676680678 ,53.242747627025615,51.528711263086   ,21530.85714285714 ,21497.63333333333 ,21022.816666666666,21888.407516178715,21524.82947517903 ,21334.107608310813,0.12474964234620887     ,0.12920786516853933 ,0.12672486623486343 ,0.12728297125393168 ,0.5361290322580644 ,0.004700352526439483 ,0.003777280251505318  ,0.0012358998628897828             ,0.5398096676680678  ,0.5324274762702561 ,0.5990816963878765 ,0.12698872768190972  ,0.13001350474964402  ,0.1319031104237285  ,0.130990858238218    ,0.1346997145705514   ,0.1399792658450002
MPT     ,2014-10-09,22500.0               ,22500.0 ,22499.0 ,22499.62 ,0.9             ,26            ,584990           ,584990                          ,57.18440017494713 ,55.07536224214034 ,52.52391139575211 ,21638.0           ,21530.966666666667,21081.166666666668,21969.95318068822 ,21587.743702586835,21372.3335883662  ,0.1273247496423462      ,0.12640449438202248 ,0.12930534083529216 ,0.12842379334675888 ,0.5790322580645161 ,0.01527614571092832  ,0.01238618804206379   ,0.004052674698101402              ,0.5718440017494713  ,0.5507536224214035 ,0.6106520650058505 ,0.12762065492096486  ,0.13021509826575145  ,0.13226921486231347 ,0.13147886708819076  ,0.13509342400662522  ,0.14023007758377076
MPT     ,2014-10-10,22500.0               ,22500.0 ,22500.0 ,22500.0  ,0.0             ,25            ,562500           ,562500                          ,57.18440017494713 ,55.07536224214036 ,52.52391139575211 ,21773.35714285714 ,21560.966666666667,21149.0           ,22040.62608992979 ,21646.59894758123 ,21409.30625760009 ,0.1273247496423462      ,0.12640449438202248 ,0.1293110879947586  ,0.12842596231856693 ,0.564516129032258  ,0.014688601645123384 ,0.011909999784032003  ,0.0038968692074771174             ,0.5718440017494713  ,0.5507536224214036 ,0.6106520650058505 ,0.1284189896663045   ,0.13039653243024812  ,0.13269482042216516 ,0.13190180809150048  ,0.13546173283392007  ,0.14047266598684385
MPT     ,2014-10-13,23000.0               ,23000.0 ,22500.0 ,22887.5  ,1.72            ,56            ,1281700          ,1281700                         ,60.70891311637866 ,57.075814673250825,53.618193966216786,21951.928571428565,21594.3           ,21232.33333333333 ,22168.54261127248 ,21733.915144511477,21461.460150793533,0.13018597997138767     ,0.12921348314606743 ,0.1293110879947586  ,0.13063774278072002 ,0.592258064516129  ,0.03290246768507638  ,0.027137860841233458  ,0.008879319579063861              ,0.6070891311637866  ,0.5707581467325082 ,0.623374383157659  ,0.12947220173139634  ,0.13059812594635553  ,0.13321767737529988 ,0.13266732266359266  ,0.13600814677032097  ,0.1408148628021132
MPT     ,2014-10-14,23000.0               ,23000.0 ,22511.0 ,22871.32 ,-0.07           ,38            ,869110           ,869110                          ,60.70891311637866 ,57.075814673250825,53.618193966216786,22109.071428571428,21627.63333333333 ,21324.65          ,22279.403596436154,21815.59803841396 ,21511.90408027571 ,0.13018597997138767     ,0.12921348314606743 ,0.12937430674888936 ,0.1305453902442616  ,0.5633870967741935 ,0.022326674500587545 ,0.01840195539964454   ,0.006020991994507445              ,0.6070891311637866  ,0.5707581467325082 ,0.623374383157659  ,0.13039902834867723  ,0.13079971946246297  ,0.1337968983079826  ,0.13333076862607257  ,0.13651930819469593  ,0.1411458400496687
MPT     ,2014-10-15,23000.0               ,23000.0 ,23000.0 ,23000.0  ,0.56            ,77            ,1771000          ,1771000                         ,60.70891311637866 ,57.075814673250825,53.618193966216786,22287.642857142862,21667.63333333333 ,21399.65          ,22375.48311691133 ,21892.011068193704,21560.69411043061 ,0.13018597997138767     ,0.12921348314606743 ,0.13218466772797546 ,0.13127987259231286 ,0.5735483870967741 ,0.04524089306698002  ,0.0374979726533701    ,0.012269076207007956              ,0.6070891311637866  ,0.5707581467325082 ,0.623374383157659  ,0.13145224041376913  ,0.13104163168179186  ,0.1342674695658039  ,0.1339057551268885   ,0.13699749146265963  ,0.14146596558418967
MPT     ,2014-10-16,23000.0               ,23000.0 ,23000.0 ,23000.0  ,0.0             ,13            ,299000           ,299000                          ,60.70891311637865 ,57.075814673250825,53.61819396621677 ,22430.5           ,21707.63333333333 ,21466.316666666666,22458.75203465649 ,21963.494225084432,21607.88446746567 ,0.13018597997138767     ,0.12921348314606743 ,0.13218466772797546 ,0.13127987259231286 ,0.564516129032258  ,0.00763807285546416  ,0.006330826551867679  ,0.0020714024765078366             ,0.6070891311637866  ,0.5707581467325082 ,0.6233743831576589 ,0.1322948100658426   ,0.13128354390112076  ,0.1346857551283117  ,0.13440407676092894  ,0.13744482419720633  ,0.14177559519954597
MPT     ,2014-10-17,23000.0               ,23249.0 ,23000.0 ,23063.1  ,0.27            ,41            ,945587           ,945587                          ,60.70891311637866 ,57.07581467325082 ,53.61819396621677 ,22573.357142857138,21769.3           ,21524.65          ,22530.918430035625,22030.365565401567,21653.52759967991 ,0.13018597997138767     ,0.1306123595505618  ,0.13218466772797546 ,0.1316400360688596  ,0.5688709677419355 ,0.024089306698002348 ,0.02002122838361506   ,0.006550806868072294              ,0.6070891311637866  ,0.5707581467325082 ,0.6233743831576589 ,0.1331373797179161   ,0.13165649190591952  ,0.13505175499550606 ,0.13483595551043068  ,0.13786329675533068  ,0.14207507302423486
