  ,stock_id          ,date      ,rmse_norm           ,rmse_denorm
0 ,horizontal-dataset,2019-01-04,0.0783962754007658  ,2439.7872977477978
1 ,horizontal-dataset,2018-10-30,0.050392845727781375,6485.928552153717
2 ,horizontal-dataset,2018-12-11,0.04263757008794248 ,380.62170565412646
3 ,horizontal-dataset,2018-11-22,0.09824488385301669 ,5141.959059797694
4 ,horizontal-dataset,2018-11-15,0.03297819965480039 ,747.7582077513623
5 ,horizontal-dataset,2018-11-09,0.019171539691982622,955.9707778330662
6 ,horizontal-dataset,2018-11-05,0.023426294878740497,2324.9935002166794
7 ,horizontal-dataset,2018-12-25,0.07689272474103015 ,3036.3483191449313
8 ,horizontal-dataset,2018-11-30,0.05856793921236052 ,6369.946403019966
9 ,horizontal-dataset,2018-12-14,0.03775470113719733 ,345.63857376755755
10,horizontal-dataset,2018-11-13,0.03700603560684864 ,4812.188454591565
11,horizontal-dataset,2018-10-26,0.03994207138619778 ,557.5512129378025
12,horizontal-dataset,2018-10-03,0.050591321976842976,4903.206677664551
13,horizontal-dataset,2018-10-09,0.025152785454052688,2595.1914841691278
14,horizontal-dataset,2018-12-10,0.026695595363999645,669.9574327180032
15,horizontal-dataset,2018-10-04,0.022796419746046313,920.665573187273
16,horizontal-dataset,2018-10-24,0.03854989104764268 ,2774.146785418237
17,horizontal-dataset,2018-12-07,0.02961331272362742 ,1041.388495417905
18,horizontal-dataset,2018-11-20,0.031242994397822778,1193.6645326826576
19,horizontal-dataset,2018-11-16,0.09305412341618838 ,8370.072129542541
20,horizontal-dataset,2018-10-29,0.023560662917256118,1964.9646432418072
21,horizontal-dataset,2018-12-13,0.025947399524589954,1078.5694725810522
22,horizontal-dataset,2018-11-28,0.0475620987414734  ,1442.1036516338677
23,horizontal-dataset,2018-12-19,0.0204629936841863  ,1061.280272415633
24,horizontal-dataset,2018-10-19,0.02863029331550872 ,1639.0736150259856
25,horizontal-dataset,2018-11-14,0.02835609404582068 ,3405.490127746772
26,horizontal-dataset,2018-12-03,0.04071165249496089 ,2561.2415725245446
27,horizontal-dataset,2018-12-21,0.03915448445131749 ,1889.6177140106201
28,horizontal-dataset,2018-10-18,0.046288625119217816,2724.499495213533
29,horizontal-dataset,2018-11-19,0.014013010100537744,711.7369111121333
