 ,mean_rmse_denorm  ,mean_rmse_norm      ,model
0,2484.8520883640836,0.040926494663325215,ts30_lstm_neurons128
1,2130.6357157860866,0.036260152611772956,ts30_lstm_neurons256
2,1912.3674958523213,0.035433192968699366,ts100_lstm_neurons128
3,1647.3859779617253,0.02848295758876466 ,ts100_lstm_neurons256
4,2450.697110803396 ,0.037911967375949304,ts200_lstm_neurons128
5,2535.4051985554397,0.03930303741165845 ,ts200_lstm_neurons256
