,configuration,RMSE_normalized,RMSE_denormalized
0,LSTM_256_neurons_30_days,0.03821923690758999,1.7255376536680125
1,LSTM_256_neurons_200_days,0.028283568729388888,1.2769580957142137
2,LSTM_256_neurons_100_days,0.030248457288824318,1.3656696088236808
3,LSTM_128_neurons_30_days,0.038172713000032006,1.7234373674498094
4,LSTM_128_neurons_200_days,0.035675713403550385,1.6107015222777683
5,LSTM_128_neurons_100_days,0.03844353595788212,1.7356642557359223
