,configuration,RMSE_normalized,RMSE_denormalized
0,LSTM_256_neurons_30_days,0.023994474357321736,67.38918348651718
1,LSTM_256_neurons_200_days,0.04924499684858452,138.30603007163091
2,LSTM_256_neurons_100_days,0.03908679174908581,109.77640248514926
3,LSTM_128_neurons_30_days,0.020092502965258427,56.43038654549222
4,LSTM_128_neurons_200_days,0.03521983192402866,98.91588584775171
5,LSTM_128_neurons_100_days,0.026980419049054898,75.7752685301212
