DateTime,Open_1,High_1,Low_1,Close_1,Symbol_1,Open_2,High_2,Low_2,Close_2,Symbol_2,Open_3,High_3,Low_3,Close_3,Symbol_3,Open_4,High_4,Low_4,Close_4,Symbol_4,Open_5,High_5,Low_5,Close_5,Symbol_5,Open_6,High_6,Low_6,Close_6,Symbol_6,Open_7,High_7,Low_7,Close_7,Symbol_7,Open_8,High_8,Low_8,Close_8,Symbol_8
2015-03-30,246.79,248.7,241.18,244.15,BTC,4.444687899999999,4.4496237,3.9881264,4.089310299999999,DASH,0.0001258629,0.0001307987,0.000123395,0.0001258629,DOGE,1.67792521,1.6865628600000002,1.64559572,1.66435176,LTC,0.0006169750000000001,0.02517258,0.00017768879999999999,0.0004022677,XEM,0.002764048,0.00296148,0.002615974,0.0029368009999999997,XLM,0.90251103,1.05946947,0.8390859999999999,0.9109018899999999,XMR,0.008045354,0.008242786,0.007576453,0.007699848,XRP
2015-03-31,244.15,247.67,239.57,246.24,BTC,4.0455654999999995,4.0504485,3.6744575,3.798974,DASH,0.0001245165,0.000126958,0.000122075,0.000122075,DOGE,1.6465476000000001,1.6763339,1.5557238,1.64581515,LTC,0.0003979645,0.0004565605,0.000170905,0.000268565,XEM,0.002905385,0.002905385,0.0024415,0.0028321400000000004,XLM,0.90115765,1.05204235,0.8970071000000001,0.9883192000000001,XMR,0.00761748,0.007886044999999996,0.007495405,0.00761748,XRP
2015-04-01,246.24,254.85,244.25,252.6,BTC,3.8314944,4.4840304,3.7847087999999993,4.415083200000001,DASH,0.00012312,0.0001280448,0.00012312,0.0001255824,DOGE,1.65990384,1.67492448,1.62789264,1.64217456,LTC,0.000270864,0.000320112,0.0002240784,0.0003127248,XEM,0.0028563840000000004,0.002881008,0.002560896,0.002634768,XLM,0.9967795200000001,1.02288096,0.9135504000000001,0.95393376,XMR,0.007682688,0.008249040000000001,0.007633440000000001,0.007805808,XRP
2015-04-02,252.6,256.53,251.26,254.48,BTC,4.529118,4.536696,4.241154,4.2967260000000005,DASH,0.000128826,0.000131352,0.00012629999999999998,0.00012629999999999998,DOGE,1.6845894,1.6984823999999998,1.6717068000000002,1.6810530000000001,LTC,0.00032080199999999997,0.000330906,0.000295542,0.00031069800000000004,XEM,0.00270282,0.00267756,0.0026523,0.0026523,XLM,0.9785723999999999,1.0126734000000002,0.8661654,0.8841,XMR,0.00800742,0.00952302,0.007906380000000001,0.00879048,XRP
2015-04-03,254.48,255.24,250.31,252.89,BTC,4.3287048,4.3719664,3.9647984000000007,4.1836512,DASH,0.00012723999999999998,0.0001297848,0.00012723999999999998,0.00012723999999999998,DOGE,1.6935644,1.71850344,1.68618448,1.69203752,LTC,0.0003130104,0.00031810000000000003,0.0002519352,0.0002773832,XEM,0.0026720399999999997,0.002748384000000001,0.002595696,0.002748384000000001,XLM,0.89068,0.99221752,0.7150888,0.85836104,XMR,0.008855904,0.0089068,0.008525079999999999,0.008626871999999999,XRP
2015-04-04,252.89,260.26,250.6,259.64,BTC,4.157511599999999,4.1549827,3.8034655999999996,4.0588845,DASH,0.00012644499999999999,0.00012644499999999999,0.0001188583,0.0001239161,DOGE,1.68146561,1.68829364,1.65111881,1.65415349,LTC,0.0002756501,0.0002756501,0.0002124276,0.0002225432,XEM,0.0027312120000000007,0.0030093909999999997,0.0023999261,0.002579478,XLM,0.85299797,0.9104039999999999,0.7207365,0.8593202199999999,XMR,0.008572970999999999,0.008825860999999997,0.00834537,0.008395948,XRP
2015-04-05,259.64,261.45,252.32,254.97,BTC,4.167222,4.2762708,4.0296128,4.1750112,DASH,0.00012722359999999997,0.00012722359999999997,0.0001220308,0.00012462719999999997,DOGE,1.6983052399999998,1.7221921199999999,1.68584252,1.7029787600000001,LTC,0.0002284832,0.00030118239999999996,0.0002284832,0.0002959896,XEM,0.002648328,0.002648328,0.0025678396,0.0025782251999999996,XLM,0.8822567199999999,0.9108171199999999,0.7778814399999999,0.80644184,XMR,0.008620048,0.009243184000000002,0.00856812,0.008853724,XRP
2015-04-06,254.97,255.6,250.15,252.97,BTC,4.0999176,4.130514,3.5848782,3.8270997,DASH,0.0001223856,0.0001223856,0.0001198359,0.0001198359,DOGE,1.67234823,1.69759026,1.65654009,1.6797423599999999,LTC,0.0002906658,0.0002906658,0.0002345724,0.0002447712,XEM,0.0025318521,0.0027791730000000002,0.002728179,0.002753676000000001,XLM,0.79193682,0.8258478300000001,0.7167206700000001,0.7911719100000001,XMR,0.008694477,0.009306405,0.008694477,0.009102429000000004,XRP
2015-04-07,252.97,254.26,242.57,244.57,BTC,3.7970797000000003,4.0247527000000005,3.6073522000000002,3.7667233,DASH,0.0001188959,0.0001239553,0.0001188959,0.00012142559999999998,DOGE,1.6665663599999998,1.6994524600000003,1.65417083,1.6741554600000002,LTC,0.00024285119999999997,0.0002580294,0.00023020269999999998,0.0002377918,XEM,0.002732076000000001,0.002807967,0.002605591,0.002807967,XLM,0.78496591,0.84163119,0.74398477,0.7766179,XMR,0.009031029000000003,0.009562266,0.008929840999999999,0.009385187,XRP
2015-04-08,244.57,246.22,237.62,243.32,BTC,3.6416473,3.693007,3.3285977,3.4190886,DASH,0.00011739359999999998,0.00011739359999999998,0.00011494789999999999,0.00011494789999999999,DOGE,1.61856426,1.6344613099999998,1.5831016100000002,1.5899495700000001,LTC,0.00022989579999999998,0.00023967859999999997,0.0002152216,0.00022500439999999998,XEM,0.002714727,0.002739184,0.002641356000000001,0.002739184,XLM,0.7508298999999999,0.7637921099999999,0.7085192899999999,0.7581669999999999,XMR,0.009073547,0.00929366,0.007924068,0.00880452,XRP
