DateTime,Open_1,High_1,Low_1,Close_1,Volume_1,VolumeBTC_1,Symbol_1,RSI_14_1,SMA_14_1,EMA_14_1,RSI_30_1,SMA_30_1,EMA_30_1,RSI_60_1,SMA_60_1,EMA_60_1,Open_2,High_2,Low_2,Close_2,Volume_2,VolumeBTC_2,Symbol_2,RSI_14_2,SMA_14_2,EMA_14_2,RSI_30_2,SMA_30_2,EMA_30_2,RSI_60_2,SMA_60_2,EMA_60_2,Open_3,High_3,Low_3,Close_3,Volume_3,VolumeBTC_3,Symbol_3,RSI_14_3,SMA_14_3,EMA_14_3,RSI_30_3,SMA_30_3,EMA_30_3,RSI_60_3,SMA_60_3,EMA_60_3,Open_4,High_4,Low_4,Close_4,Volume_4,VolumeBTC_4,Symbol_4,RSI_14_4,SMA_14_4,EMA_14_4,RSI_30_4,SMA_30_4,EMA_30_4,RSI_60_4,SMA_60_4,EMA_60_4,Open_5,High_5,Low_5,Close_5,Volume_5,VolumeBTC_5,Symbol_5,RSI_14_5,SMA_14_5,EMA_14_5,RSI_30_5,SMA_30_5,EMA_30_5,RSI_60_5,SMA_60_5,EMA_60_5
2014-09-03,480.04,498.47,476.26,490.99,8807.05,4345165.83,BTC,40.44427600365008,499.4585714285705,497.9146881318353,41.53468547247245,520.9616666666667,519.1069495590771,45.639338555878865,565.039333333333,543.7580281453055,0.00565,0.00703,0.005379999999999999,0.006372999999999999,2230.98,14.04,DASH,49.32945758976695,0.005334785714285708,0.005580236752362794,45.442838370682864,0.006676400000000004,0.006541794722807103,47.27424665076221,0.008423633333333336,0.008110937786109397,2e-07,5e-07,1.4e-07,5e-07,15045.0,0.004403,DOGE,69.25506817546487,2.735714285714333e-07,2.867527703170485e-07,56.71535899361485,2.7100000000000093e-07,2.9027002165158707e-07,54.909869645143736,3.278333333333334e-07,3.5857992189431925e-07,0.0095,0.01085,0.009493999999999999,0.01085,61.28,0.6529,LTC,50.23780374037955,0.010361000000000006,0.0104614362394442,47.49059965699742,0.010536300000000004,0.010832182675432771,46.67918339012124,0.011806650000000005,0.012059810345766047,4.29e-06,4.35e-06,4.29e-06,4.35e-06,702281.0,3.03,XLM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-04,490.99,495.02,483.07,483.65,6038.09,3013185.15,BTC,38.4386906562737,497.14071428571333,496.01272971425726,40.58736190881505,517.4243333333333,516.8194044262334,45.20044910476296,562.8734999999998,541.787273124148,0.006372999999999999,0.0064150000000000006,0.005465,0.00588,1494.06,8.8,DASH,46.39602013336033,0.00531114285714285,0.005620205185381089,44.31963746748487,0.006541966666666671,0.006499098289077613,46.74040356529034,0.008346633333333336,0.008037792284925483,5e-07,5e-07,1.9e-07,1.9e-07,24130.0,0.007614,DOGE,44.21751224978579,2.6928571428571895e-07,2.73852400941442e-07,45.09835281215695,2.670000000000009e-07,2.83800987996646e-07,53.227074491532726,3.2433333333333347e-07,3.530527113404071e-07,0.01085,0.01183,0.009023999999999999,0.009023999999999999,353.84,3.71,LTC,42.76113849941977,0.010329000000000005,0.010269778074184973,44.26205819170909,0.01042276666666667,0.010715525728630658,45.29102883365592,0.011758550000000006,0.011960275580331095,4.35e-06,4.41e-06,4.31e-06,4.31e-06,28.0,0.0001207,XLM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-05,483.65,491.38,480.79,484.47,3791.0,1883095.02,BTC,38.80193826649504,496.1971428571419,494.47369908568965,40.74338270916396,513.8133333333333,514.7323460761538,45.26023725109242,560.6926666666665,539.9080182676186,0.00588,0.00671,0.00569,0.006205,819.36,5.09,DASH,48.556740837294264,0.00531371428571428,0.005698177827330277,45.24161326320131,0.006431466666666671,0.006480124205911315,47.140465623324516,0.008258383333333336,0.007977700734600057,1.9e-07,5e-07,1.9e-07,3.5e-07,40555.0,0.015009999999999999,DOGE,53.511594901550176,2.764285714285761e-07,2.8400541414924975e-07,50.50528688575238,2.690000000000009e-07,2.8807189199686237e-07,53.967333742975974,3.2266666666666675e-07,3.5295262244400035e-07,0.009023999999999999,0.01083,0.01008,0.01008,205.05,2.25,LTC,47.59379952059141,0.010387571428571435,0.01024447433096031,46.43805685123879,0.010358766666666668,0.010674524068719002,46.23115685053905,0.01173488333333334,0.011898627200648108,4.31e-06,4.31e-06,4.28e-06,4.28e-06,85801.59,0.368,XLM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-06,484.47,490.72,478.49,485.75,3562.92,1755360.28,BTC,39.39997391027205,494.4857142857133,493.3105392075977,40.99332592729228,510.1433333333333,512.8625172970471,45.35485320850317,558.4051666666666,538.1323455375327,0.006205,0.006437000000000001,0.005942,0.006022,532.24,3.31,DASH,47.40395890001231,0.005307428571428565,0.0057413541170195734,44.80989584826893,0.0062993666666666705,0.00645056780552994,46.93862611455699,0.008167083333333337,0.0079135793990394,3.5e-07,4.7e-07,3.5e-07,4.7e-07,18640.0,0.008239,DOGE,59.00078955419906,2.900000000000047e-07,3.088046922626831e-07,54.01508991038053,2.743333333333342e-07,2.998091892873874e-07,54.516224183818885,3.228333333333334e-07,3.567902413802626e-07,0.01008,0.01085,0.009940000000000001,0.009940000000000001,12.69,0.1341,LTC,47.029778075813745,0.010397428571428577,0.010203877753498935,46.191015438679784,0.010260100000000001,0.010627135419124228,46.12432489642045,0.011692216666666673,0.011834409915380957,4.28e-06,4.39e-06,4.24e-06,4.39e-06,1431687.57,6.13,XLM,16.64984863773985,0.0,0.0,8.459439345075777,0.0,0.0,4.399711494328304,0.0,0.0
2014-09-07,485.75,487.02,469.5,475.69,8140.06,3948928.43,BTC,36.404307750396086,492.539999999999,490.961133979918,39.63558102589206,506.349,510.46429037465697,44.73698649399518,556.0268333333332,536.0850555199087,0.006022,0.00609,0.005778,0.005853,238.33,1.41,DASH,46.31596321566307,0.005346499999999993,0.005756240234750297,44.40552988206211,0.006177800000000003,0.006412015043882847,46.75068814953728,0.00808446666666667,0.007846019418743026,4.7e-07,6e-07,3.1e-07,3.5e-07,129244.92,0.058379999999999994,DOGE,52.37481572696725,2.985714285714332e-07,3.14297399960992e-07,50.327285509068076,2.760000000000009e-07,3.0304730610755595e-07,53.86325792553996,3.2116666666666674e-07,3.56567610515336e-07,0.009940000000000001,0.011000000000000001,0.01,0.011000000000000001,46.21,0.5038,LTC,51.67550440128208,0.01046885714285715,0.010310027386365744,48.34111713565215,0.010240100000000002,0.010651191198535567,47.065907226335895,0.011667216666666674,0.01180705221323732,4.39e-06,4.63e-06,4.32e-06,4.46e-06,1068725.07,4.69,XLM,25.14725872224754,0.0,0.0,13.28325121223288,0.0,0.0,7.045638806214443,0.0,0.0
2014-09-08,475.69,478.6,467.52,474.9,7289.11,3529051.35,BTC,36.172902519869346,489.84999999999894,488.8196494492622,39.529339540773314,502.4436666666667,508.1698200279049,44.68838234278673,553.3934999999999,534.0789881258133,0.005853,0.006177,0.005816,0.0061200000000000004,269.42,1.64,DASH,48.32363313765747,0.00540214285714285,0.00580474153678359,45.21266424763951,0.006065866666666671,0.0063931753636323405,47.09095310757997,0.008007300000000004,0.0077894286181285,3.5e-07,3.5e-07,3.5e-07,3.5e-07,3000.0,0.00105,DOGE,52.374815726967256,3.035714285714332e-07,3.1905774663285974e-07,50.327285509068076,2.790000000000009e-07,3.06076512165133e-07,53.863257925539955,3.1933333333333336e-07,3.563522790230299e-07,0.011000000000000001,0.011000000000000001,0.009999,0.01,14.1,0.154,LTC,47.467505680627475,0.010397428571428577,0.010268690401516978,46.52869382075657,0.010173433333333336,0.010609178863146176,46.28997245102897,0.011630550000000009,0.011747804599688556,4.46e-06,4.8e-06,4.46e-06,4.74e-06,936196.79,4.43,XLM,47.907563403757166,0.0,0.0,28.79285775853403,0.0,0.0,16.449502440932836,0.0,0.0
2014-09-09,474.9,491.04,471.57,479.7,8292.88,4058785.18,BTC,38.709159978426904,487.31214285714174,487.60369618936056,40.53016925664115,499.23733333333337,506.3330574454594,45.057114346013314,550.7901666666664,532.296070482344,0.0061200000000000004,0.0061200000000000004,0.00577,0.0058,362.81,2.15,DASH,46.109325991585834,0.005497357142857136,0.005804109331879112,44.41409204672922,0.005963066666666671,0.00635490598533348,46.72713053532059,0.007931466666666671,0.007724201450321008,3.5e-07,4.9e-07,3.5e-07,4.9e-07,7000.0,0.00302,DOGE,58.60141138112297,3.192857142857189e-07,3.4185004708181175e-07,54.22085656880403,2.8566666666666757e-07,3.179425436383502e-07,54.520140951971456,3.1966666666666674e-07,3.6073417151407813e-07,0.01,0.01696,0.00993,0.0164,59.67,0.6848,LTC,66.29043524602207,0.010827428571428576,0.011086198347981382,57.152670921082816,0.010384433333333335,0.010982780226814166,51.49327732734984,0.011677050000000007,0.01190033559642008,4.74e-06,4.76e-06,4.64e-06,4.76e-06,57495.96,0.2735,XLM,49.09221261859746,0.0,0.0,29.72062300526826,0.0,0.0,17.058838966036763,0.0,0.0
2014-09-10,479.7,488.92,474.57,478.49,6289.68,3086920.26,BTC,38.29813031012038,485.00785714285604,486.38853669744583,40.35618491862864,496.26500000000004,504.5367311586556,44.98026517241622,548.2978333333332,530.5319370239065,0.0058,0.00595,0.005790999999999999,0.005790999999999999,736.57,4.33,DASH,46.045745548997225,0.0055802142857142795,0.005802361420961897,44.39130516109254,0.005859433333333338,0.006318524954021643,46.71681013707208,0.007857816666666672,0.007660817796212123,4.9e-07,5.1e-07,4.1e-07,4.1e-07,45777.45,0.023280000000000002,DOGE,54.25825939700402,3.2928571428571895e-07,3.5093670747090353e-07,51.822303587042725,2.9033333333333415e-07,3.2388173437135984e-07,54.072879826635905,3.186666666666667e-07,3.6234944457919034e-07,0.0164,0.01654,0.01053,0.011559999999999999,11.0,0.1246,LTC,51.37490125667703,0.010938857142857148,0.011149371901583865,49.47150292222033,0.010439300000000004,0.011020020212180993,47.923689162903365,0.011637716666666674,0.011889177052275159,4.76e-06,5.4e-06,4.57e-06,5.35e-06,238919.15,1.26,XLM,70.38156486413598,0.0,0.0,49.69878314789648,0.0,0.0,31.944608991614945,0.0,0.0
2014-09-11,478.49,479.71,471.14,477.73,5145.48,2514548.2,BTC,38.02640124443793,482.5199999999989,485.2340651377864,40.2440599882356,494.1193333333333,502.8072646322907,44.93132878603044,545.9546666666665,528.8007259739423,0.005790999999999999,0.005899000000000001,0.005688,0.005867,224.55,1.3,DASH,46.71057479345031,0.005642499999999994,0.005810979898166977,44.63914919113584,0.005750866666666672,0.006289394311826698,46.8176528479964,0.007789016666666672,0.00760200409797566,4.1e-07,4.4e-07,4.1e-07,4.1e-07,318658.22,0.1342,DOGE,54.258259397004025,3.4071428571429036e-07,3.588118131414497e-07,51.82230358704272,2.9533333333333415e-07,3.2943775150869147e-07,54.0728798266359,3.1883333333333343e-07,3.639117578716759e-07,0.011559999999999999,0.0116,0.0109,0.0109,23.32,0.2581,LTC,49.73976677342078,0.01086814285714286,0.011116122314706016,48.552033751507345,0.010454966666666671,0.011012276972685446,47.4675040235069,0.011569050000000006,0.011856745017774334,5.35e-06,1e-05,5.26e-06,7.25e-06,620017.49,3.35,XLM,87.87581931169738,0.0,0.0,74.15085890483458,0.0,0.0,57.133147342890204,0.0,0.0
2014-09-12,477.73,480.64,474.64,478.17,5274.65,2569793.0,BTC,38.29795784831118,480.5349999999989,484.29218978608156,40.34321882499292,493.2316666666667,501.21776368827193,44.96657026558643,543.5974999999999,527.140702171518,0.005867,0.00606,0.0058,0.006016,196.43,1.16,DASH,48.05508275232907,0.005733642857142851,0.005838315911744714,45.13453994960716,0.005684733333333338,0.006271755969128202,47.01751835645451,0.0077204500000000046,0.007550003963615802,4.1e-07,4.9e-07,4.1e-07,4.9e-07,171608.24,0.07418,DOGE,57.844790870655906,3.5714285714286176e-07,3.763035713892564e-07,53.99533351039098,3.030000000000009e-07,3.3979660625006624e-07,54.459036519065286,3.2033333333333344e-07,3.680457985971947e-07,0.0109,0.0112,0.0109,0.0112,38.91,0.4226,LTC,50.506929367206,0.010813142857142858,0.011127306006078547,48.997272779085726,0.01051946666666667,0.011024388135737997,47.697578578404936,0.011539050000000006,0.011835212394240749,7.25e-06,7.25e-06,7.25e-06,7.25e-06,0.0,0.0,XLM,87.87581931169737,0.0,0.0,74.15085890483458,0.0,0.0,57.133147342890204,0.0,0.0
