symbol,date,observed,predicted
DASH_normalized,2016-07-29,0.04843453949713694,0.049302543576558576
DASH_normalized,2016-08-26,0.0648504420563868,0.07281578927738656
DASH_normalized,2016-09-09,0.05781915248179999,0.06275386305007952
DASH_normalized,2016-10-29,0.045309093595871784,0.05383660657104122
DASH_normalized,2016-11-24,0.04570592556478994,0.04942387760766737
DASH_normalized,2016-12-14,0.04695425213343437,0.0488722058023653
DASH_normalized,2017-01-27,0.07893402768776268,0.0789625915212482
DASH_normalized,2017-02-14,0.09332201761299692,0.09435799856236508
DASH_normalized,2017-03-22,0.5177087573776498,0.49925593900160986
DASH_normalized,2017-04-20,0.37022774628589555,0.3854684788206648
DASH_normalized,2017-05-07,0.460976319287684,0.4779974117843777
DASH_normalized,2017-06-11,0.9730868293155315,0.8053943223954982
