symbol,date,observed,predicted
XLM_normalized,2016-07-29,0.0358797329421909,0.04770163382177657
XLM_normalized,2016-08-26,0.03542067203302198,0.04186703749234557
XLM_normalized,2016-09-09,0.036459032259339864,0.04047717670188191
XLM_normalized,2016-10-29,0.03375349179925322,0.0487419308033229
XLM_normalized,2016-11-24,0.029587594364596712,0.03782736011496688
XLM_normalized,2016-12-14,0.03886214884943269,0.04663629456453375
XLM_normalized,2017-01-27,0.039728148189887076,0.04867221285755576
XLM_normalized,2017-02-14,0.03813201561062746,0.04742721600569887
XLM_normalized,2017-03-22,0.03596525822484396,0.04171089949291622
XLM_normalized,2017-04-20,0.061544223787321474,0.0693870006411159
XLM_normalized,2017-05-07,0.5274441088375181,0.24215805882769986
XLM_normalized,2017-06-11,0.8127909197975389,0.8915342816629266
