symbol,date,observed,predicted
BTC,2016-07-29,655.43,654.74
BTC,2016-08-26,579.37,570.35
BTC,2016-09-09,623.16,624.52
BTC,2016-10-29,714.95,697.27
BTC,2016-11-24,735.31,740.39
BTC,2016-12-14,776.5,775.21
BTC,2017-01-27,918.01,918.51
BTC,2017-02-14,1008.34,1008.19
BTC,2017-03-22,1044.72,1035.03
BTC,2017-04-20,1238.09,1249.64
BTC,2017-05-07,1554.45,1664.47
BTC,2017-06-11,2973.45,2656.77
