,symbol,date,rmse_norm,rmse_denorm
0,DASH_with_indicators,2016-07-29,0.007231362802917002,0.0007606530311703719
1,DASH_with_indicators,2016-08-26,0.009552528385645132,0.001004811190962792
2,DASH_with_indicators,2016-09-09,0.002136971076917349,0.00022478360831737487
3,DASH_with_indicators,2016-10-29,0.00478654711119425,0.0005034868758916847
4,DASH_with_indicators,2016-11-24,0.008223826091654535,0.0008650480505824083
5,DASH_with_indicators,2016-12-14,0.0008465540160272761,8.904782921075743e-05
6,DASH_with_indicators,2017-01-27,0.0036966529871278186,0.0003888441979885103
7,DASH_with_indicators,2017-02-14,0.015945426535233787,0.0016772683739662182
8,DASH_with_indicators,2017-03-22,0.023932003920969502,0.0025173627662658654
9,DASH_with_indicators,2017-04-20,0.012360687919427682,0.0013002001702785496
10,DASH_with_indicators,2017-05-07,0.04534567081960439,0.004769820199012759
11,DASH_with_indicators,2017-06-11,0.16923794067281783,0.017801802784204485
