,symbol,date,rmse_norm,rmse_denorm
0,XMR_with_indicators,2016-07-29,0.02295388517050076,0.0005444662533998488
1,XMR_with_indicators,2016-08-26,0.03899450145322597,0.0009249497839808468
2,XMR_with_indicators,2016-09-09,0.09648317691648611,0.0022885799455642716
3,XMR_with_indicators,2016-10-29,0.06715493545966444,0.0015929153304696086
4,XMR_with_indicators,2016-11-24,0.0069041949701550975,0.00016376781284809135
5,XMR_with_indicators,2016-12-14,0.05156638715761713,0.0012231545603275298
6,XMR_with_indicators,2017-01-27,0.061586769545862396,0.0014608385634422311
7,XMR_with_indicators,2017-02-14,0.07265487871121801,0.0017233738899230938
8,XMR_with_indicators,2017-03-22,0.018681752239471883,0.0004431298637390148
9,XMR_with_indicators,2017-04-20,0.007316170916790599,0.00017353962182998714
10,XMR_with_indicators,2017-05-07,0.07803956754694075,0.0018510986512899376
11,XMR_with_indicators,2017-06-11,0.01183334781990908,0.0002806854873895655
