,model,mean_rmse_norm,mean_rmse_denorm
0,LSTM_128_neurons_30_days,0.04533299223645352,18.28654277589644
1,LSTM_256_neurons_30_days,0.06260387247954272,32.80981165011924
2,LSTM_128_neurons_100_days,0.08379857602968852,36.68236171093849
3,LSTM_256_neurons_100_days,0.058624198439256495,19.70333706242077
4,LSTM_128_neurons_200_days,0.050080693380626595,20.0834485115598
5,LSTM_256_neurons_200_days,0.06832273963199113,40.452427849100204
