DateTime,Open,High,Low,Close,Volume,VolumeBTC,Symbol,RSI_14,SMA_14,EMA_14,RSI_30,SMA_30,EMA_30,RSI_60,SMA_60,EMA_60,Open_normalized,High_normalized,Low_normalized,Close_normalized,Volume_normalized,VolumeBTC_normalized,RSI_14_normalized,SMA_14_normalized,EMA_14_normalized,RSI_30_normalized,SMA_30_normalized,EMA_30_normalized,RSI_60_normalized,SMA_60_normalized,EMA_60_normalized
2010-07-16,0.049510000000000005,0.049510000000000005,0.049510000000000005,0.049510000000000005,20.0,0.9902,BTC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3779802179099067e-05,0.0,3.4943694875010946e-05,1.591605655179908e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-07-17,0.049510000000000005,0.08585,0.05941,0.08584,75.01,5.09,BTC,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,1.2174161572209414e-05,1.723259999162958e-05,1.221833389823649e-05,0.00013105632762872856,8.181451004711909e-09,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2010-07-18,0.08584,0.09307,0.07723,0.0808,574.0,49.66,BTC,99.01880621422731,0.0,0.0,99.53970080552358,0.0,0.0,99.76931949250287,0.0,0.0,1.221833389823649e-05,1.459291354115141e-05,2.3447636054184512e-05,1.0523304918134318e-05,0.0010028840429128143,7.98213864231814e-08,0.9901880621422732,0.0,0.0,0.9953970080552358,0.0,0.0,0.9976931949250287,0.0,0.0
2010-07-19,0.0808,0.08181000000000001,0.07426,0.07474,262.0,20.59,BTC,97.78279461806558,0.0,0.0,98.9736669566528,0.0,0.0,99.48877248344479,0.0,0.0,1.0523304918134318e-05,1.0820732492635227e-05,2.241179671042536e-05,8.485234358725752e-06,0.00045776240286264343,3.309549630393285e-08,0.9778279461806558,0.0,0.0,0.9897366695665281,0.0,0.0,0.994887724834448,0.0,0.0
2010-07-20,0.07474,0.07921,0.06634,0.07921,575.0,42.26,BTC,97.80445397346102,0.0,0.0,98.97809621911577,0.0,0.0,99.48984825855041,0.0,0.0,8.485234358725752e-06,9.949713778057777e-06,1.9649558460400944e-05,9.988563632744942e-06,0.0010046312276565648,6.792693899000496e-08,0.9780445397346103,0.0,0.0,0.9897809621911577,0.0,0.0,0.9948984825855042,0.0,0.0
2010-07-21,0.07921,0.08181000000000001,0.0505,0.0505,2160.0,129.78,BTC,91.64373661663448,0.0,0.0,96.22206652346948,0.0,0.0,98.141309689823,0.0,0.0,9.988563632744942e-06,1.0820732492635227e-05,1.4125081960352118e-05,3.329521210914951e-07,0.0037739190465011824,2.0860289025373508e-07,0.9164373661663449,0.0,0.0,0.9622206652346948,0.0,0.0,0.9814130968982301,0.0,0.0
2010-07-22,0.0505,0.06767000000000001,0.0505,0.06262000000000001,2402.5,141.07,BTC,91.8752184925279,0.0,0.0,96.26740485664378,0.0,0.0,98.15205998736404,0.0,0.0,3.329521210914951e-07,6.083730714125566e-06,1.4125081960352118e-05,4.409093239908627e-06,0.00419761134686069,2.2674995937813533e-07,0.9187521849252791,0.0,0.0,0.9626740485664378,0.0,0.0,0.9815205998736404,0.0,0.0
2010-07-23,0.06262000000000001,0.06161000000000001,0.05049,0.05454,496.32,26.73,BTC,90.09256960983829,0.0,0.0,95.47806500069369,0.0,0.0,97.7687933375799,0.0,0.0,4.409093239908627e-06,4.053587094764283e-06,1.4121594285794006e-05,1.6916658273638702e-06,0.0008671627320182717,4.296467295794682e-08,0.9009256960983829,0.0,0.0,0.9547806500069369,0.0,0.0,0.977687933375799,0.0,0.0
2010-07-24,0.05454,0.05941,0.0505,0.0505,1551.48,85.06,BTC,89.16574259293701,0.0,0.0,95.07528966492133,0.0,0.0,97.57511133981615,0.0,0.0,1.6916658273638702e-06,3.31657125935259e-06,1.4125081960352118e-05,3.329521210914951e-07,0.0027107221862340994,1.3672185117107957e-07,0.8916574259293701,0.0,0.0,0.9507528966492133,0.0,0.0,0.9757511133981615,0.0,0.0
2010-07-25,0.0505,0.056,0.05,0.056,877.0,46.91,BTC,89.32591398746332,0.0,0.0,95.10434273483469,0.0,0.0,97.58174192039714,0.0,0.0,3.329521210914951e-07,2.1741967144644773e-06,1.3950698232446535e-05,2.1826861271553734e-06,0.00153228102026923,7.540115257977125e-08,0.8932591398746332,0.0,0.0,0.9510434273483469,0.0,0.0,0.9758174192039714,0.0,0.0
