DateTime,Open,High,Low,Close,Symbol,RSI_14,SMA_14,EMA_14,RSI_30,SMA_30,EMA_30,RSI_60,SMA_60,EMA_60,Open_normalized,High_normalized,Low_normalized,Close_normalized,RSI_14_normalized,SMA_14_normalized,EMA_14_normalized,RSI_30_normalized,SMA_30_normalized,EMA_30_normalized,RSI_60_normalized,SMA_60_normalized,EMA_60_normalized
2014-02-02,0.0476655,0.0476655,0.009533100000000001,0.026502018,DASH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010916050952250483,5.100652953633476e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-02-03,0.025901538,0.03726840000000002,0.02329275,0.028883010000000008,DASH,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,7.280834349343787e-05,1.1863493650346625e-05,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2014-02-04,0.02872584,0.09173736,0.027799200000000003,0.08803079999999999,DASH,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,1.4165722461996082e-05,0.00026721610997811334,9.665394709062263e-05,0.0003065723507557185,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2014-02-05,0.0859294,0.180904,0.06241188,0.17999948000000002,DASH,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.00030107900397301766,0.0007046535547286437,0.00027980481900004235,0.0007648140631221431,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2014-02-06,0.06630960000000001,0.3066819000000001,0.06630960000000001,0.15251208,DASH,85.82295391455773,0.0,0.0,88.48832304954374,0.0,0.0,91.22892234457541,0.0,0.0,0.00020267286979902676,0.0013217000553267125,0.00030042936516228074,0.0006278557720550007,0.8582295391455773,0.0,0.0,0.8848832304954374,0.0,0.0,0.9122892234457541,0.0,0.0
2014-02-07,0.12799960000000002,0.166956,0.10434749999999998,0.11199965,DASH,70.12401263358296,0.0,0.0,75.28865000547364,0.0,0.0,80.63170125580909,0.0,0.0,0.0005120885833737575,0.0006362268709444347,0.0005017045784830438,0.0004259991694015225,0.7012401263358297,0.0,0.0,0.7528865000547365,0.0,0.0,0.806317012558091,0.0,0.0
2014-02-08,0.10445358,0.25691688,0.10315602,0.194634,DASH,78.65639383840983,0.0,0.0,81.199597659401,0.0,0.0,84.39154832689984,0.0,0.0,0.0003939898869862573,0.0010775607316204576,0.0004953999351886606,0.0008377317945113582,0.7865639383840983,0.0,0.0,0.8119959765940099,0.0,0.0,0.8439154832689983,0.0,0.0
2014-02-09,0.197871,0.29021080000000005,0.16555207,0.2308495,DASH,81.18022092908849,0.0,0.0,83.03712730203384,0.0,0.0,85.63412512447212,0.0,0.0,0.000862539371013009,0.0012408954416704113,0.0008255648042829851,0.0010181785806803697,0.811802209290885,0.0,0.0,0.8303712730203384,0.0,0.0,0.8563412512447213,0.0,0.0
2014-02-10,0.2039205,0.34899537,0.08739449999999999,0.26160087,DASH,83.00817406075953,0.0,0.0,84.37693898765943,0.0,0.0,86.55792579297808,0.0,0.0,0.0008928815716820046,0.0015292832523085454,0.00041199881945252695,0.0011713998778264578,0.8300817406075953,0.0,0.0,0.8437693898765943,0.0,0.0,0.8655792579297809,0.0,0.0
2014-02-11,0.25995304,0.34621808000000004,0.25995304,0.2721112,DASH,83.59178961513331,0.0,0.0,84.80092719388216,0.0,0.0,86.85172157255714,0.0,0.0,0.0011739214216982899,0.0015156583064663426,0.001325081743294786,0.001223768484364425,0.835917896151333,0.0,0.0,0.8480092719388216,0.0,0.0,0.8685172157255714,0.0,0.0
2014-02-12,0.2496311,0.27831212000000005,0.10781939,0.10781939,DASH,53.06604288060786,0.0,0.0,58.95681314529255,0.0,0.0,64.46152193182742,0.0,0.0,0.0011221501389851183,0.001182522397950201,0.0005200758713350737,0.0004051706710416801,0.5306604288060786,0.0,0.0,0.5895681314529255,0.0,0.0,0.6446152193182743,0.0,0.0
2014-02-13,0.09164232,0.2550636000000001,0.09164232,0.24738912000000005,DASH,64.77447405112707,0.0,0.0,67.61962190320894,0.0,0.0,70.93336771209408,0.0,0.0,0.00032973303571876814,0.0010684688328160704,0.00043447589827780926,0.0011005886336537295,0.6477447405112707,0.0,0.0,0.6761962190320894,0.0,0.0,0.7093336771209409,0.0,0.0
2014-02-14,0.23436864000000004,0.24249456,0.14583888,0.2095632,DASH,60.39920990804443,0.0,0.0,63.84574022967816,0.0,0.0,67.5441912134039,0.0,0.0,0.001045598915905109,0.0010068071088734922,0.0007212536692707281,0.0009121177938783255,0.6039920990804444,0.0,0.0,0.6384574022967816,0.0,0.0,0.675441912134039,0.0,0.0
2014-02-15,0.1818243,0.27793143,0.175961394,0.26717040000000003,DASH,64.33060438490142,0.16993319414285715,0.16993319414285715,66.76479107960571,0.0,0.0,69.77985265266197,0.0,0.0,0.0007820546712072118,0.0011806547929710059,0.0008806451033695525,0.0011991505312475594,0.6433060438490142,0.0009346539360542974,0.0009584098810597669,0.6676479107960571,0.0,0.0,0.6977985265266198,0.0,0.0
2014-02-16,0.215856,0.7495,0.19786800000000002,0.7192202000000001,DASH,80.55815529237455,0.2194130642857143,0.2431714615904762,79.9144752591947,0.0,0.0,80.49738092012845,0.0,0.0,0.0009527459135424551,0.0034940956749585027,0.000996562564527606,0.0034515268231210513,0.8055815529237456,0.00120679944369184,0.0013714679627815033,0.7991447525919471,0.0,0.0,0.8049738092012845,0.0,0.0
2014-02-17,0.6531997199999999,0.6531997199999999,0.31856759999999995,0.40842,DASH,60.33723680513298,0.2465228492857143,0.2652046000450794,62.379843892469005,0.0,0.0,64.50641908822449,0.0,0.0,0.003146310821975381,0.0030216617197039294,0.0016352370901383988,0.0019029385879541741,0.6033723680513299,0.0013559066701147996,0.001495733134822567,0.6237984389246901,0.0,0.0,0.6450641908822449,0.0,0.0
2014-02-18,0.440925,0.5673235,0.3927172,0.487957,DASH,62.89122631070239,0.2750890064285715,0.2949049200390688,64.4429666187753,0.0,0.0,66.25072932544333,0.0,0.0,0.0020816142104876823,0.002600366555485177,0.002027595147698077,0.0022992384052016143,0.628912263107024,0.0015130241264551523,0.0016632406091359538,0.644429666187753,0.0,0.0,0.6625072932544334,0.0,0.0
2014-02-19,0.4341398,0.5230600000000001,0.366142,0.5099834999999999,DASH,63.58694358388642,0.2986592935714286,0.32358206403385964,64.99236075657537,0.0,0.0,66.71133068912782,0.0,0.0,0.0020475819929524695,0.0023832168194884516,0.0018869741079182273,0.0024089873009935188,0.6358694358388642,0.0016426636695892705,0.0018249774510979545,0.6499236075657536,0.0,0.0,0.6671133068912782,0.0,0.0
2014-02-20,0.218244,0.2607736,0.20716392,0.218244,DASH,50.22452710012412,0.3033544307142857,0.30953698882934494,53.647521559466774,0.0,0.0,56.35468378095037,0.0,0.0,0.0009647232960034125,0.0010964811904593042,0.0010457513546819717,0.0009553706127369897,0.5022452710012412,0.0016684875142655318,0.0017457643289994064,0.5364752155946677,0.0,0.0,0.5635468378095037,0.0,0.0
2014-02-21,0.217542,0.25625332,0.11144844,0.1807272,DASH,48.81123912608829,0.3082635414285715,0.2923623503187657,52.43134118181822,0.0,0.0,55.23361521625667,0.0,0.0,0.0009612023066870004,0.0010743054111234795,0.0005392787666816021,0.0007684399894584055,0.4881123912608829,0.0016954882404907818,0.0016489007154176414,0.5243134118181823,0.0,0.0,0.5523361521625667,0.0,0.0
2014-02-22,0.4140558,0.5597420999999999,0.25559,0.4651738,DASH,58.33528368614577,0.3275878128571429,0.31540387694293026,59.60571010019496,0.0,0.0,61.185442746542776,0.0,0.0,0.0019468475920538654,0.002563173405181076,0.001301994984910989,0.0021857191877768705,0.5833528368614578,0.0018017741632806057,0.0017788531176112729,0.5960571010019496,0.0,0.0,0.6118544274654277,0.0,0.0
2014-02-23,0.5645094,0.6166179600000001,0.31017,0.4776618,DASH,58.69676531732364,0.3452172628571429,0.3370382666838729,59.88021743364094,0.0,0.0,61.41442090844436,0.0,0.0,0.0027014708373754265,0.0028421973861944795,0.0015908017051307504,0.0022479417020505547,0.5869676531732364,0.001898738355097776,0.0019008693781953385,0.5988021743364094,0.0,0.0,0.6141442090844437,0.0,0.0
2014-02-24,0.26796,0.302064,0.1566,0.1566,DASH,47.3747506985588,0.3377172007142858,0.3129798311260232,50.72279345893254,0.0,0.0,53.2096876164599,0.0,0.0,0.0012140815650272625,0.001299045367697869,0.0007781954753002493,0.0006482241785692288,0.473747506985588,0.0018574870702159053,0.001765181689408068,0.5072279345893255,0.0,0.0,0.532096876164599,0.0,0.0
