DateTime,Open,High,Low,Close,Volume,VolumeBTC,Symbol,RSI_14,SMA_14,EMA_14,RSI_30,SMA_30,EMA_30,RSI_60,SMA_60,EMA_60,Open_normalized,High_normalized,Low_normalized,Close_normalized,Volume_normalized,VolumeBTC_normalized,RSI_14_normalized,SMA_14_normalized,EMA_14_normalized,RSI_30_normalized,SMA_30_normalized,EMA_30_normalized,RSI_60_normalized,SMA_60_normalized,EMA_60_normalized
2016-07-23,0.00995,0.01,0.000101,0.001401,16198297.37,23304.1,ETC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.06427990235964195,0.3170821578053933,0.11851970869319609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-07-24,0.001401,0.001422,0.0006687,0.000927,13476921.25,13020.65,ETC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05253241715615649,0.04391440035666519,0.07183348095659875,0.0,0.26324962877779784,0.06568060599477397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-07-25,0.000927,0.004872,0.00091,0.003878,50721592.88,140688.45,ETC,30.781266298112033,0.0,0.0,17.185953060392524,0.0,0.0,9.40078366410755,0.0,0.0,0.0,0.4284440481497993,0.10236619005440971,0.40018985625169506,1.0,0.7216717369363952,0.3604575780934738,0.0,0.0,0.2212260602276826,0.0,0.0,0.13478506949844526,0.0,0.0
2016-07-26,0.003878,0.004098,0.001829,0.002463,28480331.16,80321.06,ETC,26.578231248753557,0.0,0.0,15.837350960205368,0.0,0.0,8.988843903491519,0.0,0.0,0.32705308655657767,0.34217565760142665,0.21865114513475892,0.20829943043124488,0.5600375272080187,0.41148802234200316,0.3112388156208375,0.0,0.0,0.20386618915211427,0.0,0.0,0.12887882473761814,0.0,0.0
2016-07-27,0.002463,0.003066,0.002072,0.00262,19427481.2,50765.26,ETC,27.75100643130289,0.0,0.0,16.587803821904345,0.0,0.0,9.436500149527623,0.0,0.0,0.170231630278178,0.22715113687026303,0.2493989624193344,0.22959045294277186,0.38095981550451236,0.25962245664819183,0.32497235399628094,0.0,0.0,0.21352638835066035,0.0,0.0,0.1352971596753488,0.0,0.0
2016-07-28,0.00262,0.002783,0.002354,0.002529,9377142.21,23758.29,ETC,27.4784309309595,0.0,0.0,16.49968637817749,0.0,0.0,9.409227689130024,0.0,0.0,0.18763160811260116,0.1956085599643335,0.285081614576743,0.21724979658258742,0.1821504111593499,0.12085345778076849,0.32178041563514137,0.0,0.0,0.21239209717434188,0.0,0.0,0.13490613690518138,0.0,0.0
2016-07-29,0.002529,0.0026420000000000003,0.002364,0.002399,5103042.51,12676.87,ETC,27.07144010248793,0.0,0.0,16.371305978331446,0.0,0.0,9.369897254839806,0.0,0.0,0.17754627064169348,0.17989300044583154,0.2863469568518284,0.1996202874966097,0.09760289327818063,0.06391417286915335,0.3170144346999738,0.0,0.0,0.2107395213777834,0.0,0.0,0.13434223122363156,0.0,0.0
2016-07-30,0.002399,0.003059,0.00237,0.0028940000000000003,12847405.3,35989.47,ETC,31.227055812705828,0.0,0.0,18.85549387613689,0.0,0.0,10.813063759563248,0.0,0.0,0.16313864568325398,0.22637093178778425,0.2871061622168797,0.26674803363167887,0.2507969452245559,0.18370051554279257,0.3656779029239633,0.0,0.0,0.24271721266819796,0.0,0.0,0.155033835730993,0.0,0.0
2016-07-31,0.0028940000000000003,0.003835,0.002831,0.003798,16366846.13,55027.15,ETC,38.12585362555149,0.0,0.0,23.16278675420615,0.0,0.0,13.374202069151414,0.0,0.0,0.21799844840961996,0.31286223807400804,0.34543844109831706,0.38934092758340105,0.3204162820187215,0.2815211816285611,0.44646483115788804,0.0,0.0,0.29816281002980594,0.0,0.0,0.19175451960025028,0.0,0.0
2016-08-01,0.003798,0.006266,0.00374,0.0052,40652301.82,194856.19,ETC,46.96588720130429,0.0,0.0,29.186718265264645,0.0,0.0,17.126568786807802,0.0,0.0,0.3181868558129226,0.5838163174320107,0.46045805390358086,0.5794684024952534,0.8008156978776027,1.0,0.5499841945953917,0.0,0.0,0.37570582615406994,0.0,0.0,0.2455546097729437,0.0,0.0
2016-08-02,0.0052,0.005818,0.004108,0.0045520000000000005,22155132.53,110515.91,ETC,43.86255121134721,0.0,0.0,28.1333100897224,0.0,0.0,16.784917689462524,0.0,0.0,0.47356754959547825,0.533883192153366,0.5070226496267239,0.4915920802820721,0.43491647673933814,0.5666371969977316,0.5136432278490415,0.0,0.0,0.362145836803004,0.0,0.0,0.24065613869380148,0.0,0.0
2016-08-03,0.0045520000000000005,0.0048590000000000005,0.003613,0.003942,14404811.15,61061.02,ETC,41.121996292667106,0.0,0.0,27.179104767366194,0.0,0.0,16.470467545307322,0.0,0.0,0.401751080571872,0.42699509585376727,0.44438820700999615,0.4088689991863303,0.28160455576090176,0.3125248114025113,0.4815505329269948,0.0,0.0,0.34986283548376684,0.0,0.0,0.23614766514009392,0.0,0.0
2016-08-04,0.003942,0.004599,0.0039,0.004459,6360199.75,27469.76,ETC,44.283215398608434,0.0,0.0,29.279812115367303,0.0,0.0,17.797425897362245,0.0,0.0,0.3341460711515018,0.3980160499331252,0.48070353030494745,0.47898020070518027,0.12247117705460761,0.13992397832514927,0.5185693277912047,0.0,0.0,0.3769041760865564,0.0,0.0,0.25517311877180926,0.0,0.0
2016-08-05,0.004459,0.005068,0.004359,0.004528,6581273.81,30802.12,ETC,44.70772522745842,0.003256428571428571,0.003256428571428571,29.560050463128533,0.0,0.0,17.974235017689896,0.0,0.0,0.3914440873323729,0.45028979045920636,0.5387827407313678,0.48833740168158385,0.1268443232965899,0.15704653080200423,0.5235404613145037,0.4349609784952391,0.4423161475453963,0.380511542252522,0.0,0.0,0.2577081446188894,0.0,0.0
2016-08-06,0.004528,0.004669,0.003356,0.003564,10579733.84,40999.51,ETC,40.130829599041625,0.0034109285714285713,0.0032974380952380945,27.960501645333327,0.0,0.0,17.44138290680199,0.0,0.0,0.3990912113487754,0.40581810075791347,0.4118689105403011,0.3576078112286411,0.20593931279427655,0.20944343431841775,0.46994368276004533,0.4555975346804816,0.4478864139234922,0.3599213613146835,0.0,0.0,0.25006830188188095,0.0,0.0
