DateTime,Open,High,Low,Close,Symbol,RSI_14,SMA_14,EMA_14,RSI_30,SMA_30,EMA_30,RSI_60,SMA_60,EMA_60,Open_normalized,High_normalized,Low_normalized,Close_normalized,RSI_14_normalized,SMA_14_normalized,EMA_14_normalized,RSI_30_normalized,SMA_30_normalized,EMA_30_normalized,RSI_60_normalized,SMA_60_normalized,EMA_60_normalized
2015-03-30,0.0006169750000000001,0.02517258,0.0001776888,0.0004022677,XEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020113660776481398,0.08786076899853412,0.00044043112224988055,0.0012901922390994955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-31,0.0003979645,0.0004565605,0.000170905,0.000268565,XEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011817425025969126,0.0012847898791978427,0.0004104088688287512,0.0007508026456325991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-04-01,0.000270864,0.000320112,0.0002240784,0.0003127248,XEM,2.304794118740024,0.0,0.0,1.0889562957642371,0.0,0.0,0.5474589421909749,0.0,0.0,0.0007002789599777298,0.0008068341757373903,0.0006457320343205225,0.0009289541457113519,0.025024007149570808,0.0,0.0,0.01240010914642899,0.0,0.0,0.0064891036732631436,0.0,0.0
2015-04-02,0.000320802,0.000330906,0.000295542,0.00031069800000000004,XEM,2.302184846767799,0.0,0.0,1.0883941862964066,0.0,0.0,0.5473191269350823,0.0,0.0,0.0008894467948117137,0.0008446437072687162,0.0009619999534198796,0.0009207775357547938,0.024995677313097684,0.0,0.0,0.012393708321363326,0.0,0.0,0.006487446424434657,0.0,0.0
2015-04-03,0.0003130104,0.00031810000000000003,0.0002519352,0.0002773832,XEM,2.257181660496621,0.0,0.0,1.0789345960868653,0.0,0.0,0.5449931844125673,0.0,0.0,0.0008599317941730723,0.000799786484664477,0.0007690145469390721,0.0007863774344222779,0.024507060978195255,0.0,0.0,0.012285990544685722,0.0,0.0,0.006459876718282362,0.0,0.0
2015-04-04,0.0002756501,0.0002756501,0.0002124276,0.0002225432,XEM,2.1819549098804085,0.0,0.0,1.0632161949513537,0.0,0.0,0.5411445165325931,0.0,0.0,0.0007184089646695261,0.0006510917623602679,0.0005941704803008147,0.0005651393793514037,0.023690296161783718,0.0,0.0,0.012107002746510673,0.0,0.0,0.0064142579458915765,0.0,0.0
2015-04-05,0.0002284832,0.0003011824,0.0002284832,0.0002959896,XEM,6.646455581817473,0.0,0.0,3.018525814125224,0.0,0.0,1.488381121103446,0.0,0.0,0.0005397382059520962,0.0007405270321321109,0.0006652258315830288,0.0008614402307000081,0.07216304078805484,0.0,0.0,0.03437240750805112,0.0,0.0,0.017641979435964187,0.0,0.0
2015-04-06,0.0002906658,0.0002906658,0.0002345724,0.0002447712,XEM,6.4272762505241285,0.0,0.0,2.9761412981619326,0.0,0.0,1.4783985908837618,0.0,0.0,0.0007752892453679254,0.0007036891852447344,0.0006921740767453185,0.0006548126012353459,0.06978332925168508,0.0,0.0,0.03388976864907421,0.0,0.0,0.017523655177239385,0.0,0.0
2015-04-07,0.0002428512,0.0002580294,0.0002302027,0.0002377918,XEM,6.396479435548978,0.0,0.0,2.970268560884337,0.0,0.0,1.4770261762532697,0.0,0.0,0.0005941649641501552,0.0005893694710638037,0.0006728356173605625,0.0006266559841390355,0.06944895677483084,0.0,0.0,0.033822894906286045,0.0,0.0,0.017507387764044296,0.0,0.0
2015-04-08,0.0002298958,0.0002396786,0.0002152216,0.00022500439999999998,XEM,6.336874621652727,0.0,0.0,2.959213327860525,0.0,0.0,1.4744765623495868,0.0,0.0,0.0005450892108679216,0.0005250897646319846,0.0006065355523929511,0.0005750684658054595,0.06880180513687717,0.0,0.0,0.03369700730485732,0.0,0.0,0.017477166851254784,0.0,0.0
2015-04-09,0.00022385439999999998,0.0002287208,0.00017519039999999998,0.00019465599999999997,XEM,6.19019775489008,0.0,0.0,2.9324465389366843,0.0,0.0,1.4683607924083484,0.0,0.0,0.0005222040621361734,0.0004867064697817009,0.000429374251772073,0.00045263555204701824,0.06720927982943163,0.0,0.0,0.03339220985297968,0.0,0.0,0.01740467581652678,0.0,0.0
2015-04-10,0.000187784,0.0001901313,0.0001478799,0.00016196370000000002,XEM,6.029128030528393,0.0,0.0,2.90321515765935,0.0,0.0,1.4617208247900442,0.0,0.0,0.000385567443336948,0.00035153406687007407,0.0003085094338149174,0.0003207467688997984,0.06546048591277165,0.0,0.0,0.0330593477172358,0.0,0.0,0.017325971396995616,0.0,0.0
2015-04-11,0.00016317119999999995,0.00017263039999999998,0.00014425280000000002,0.0001466176,XEM,5.9512467433674034,0.0,0.0,2.8892451509443142,0.0,0.0,1.4585731306640726,0.0,0.0,0.000292332830713257,0.0002902314144357048,0.0002924574105560098,0.00025883682511928873,0.06461489980558399,0.0,0.0,0.03290026914932944,0.0,0.0,0.017288661359765416,0.0,0.0
2015-04-12,0.000146227,0.000155661,0.000122642,0.0001438685,XEM,5.93652813053014,0.00024606033571428573,0.00024606033571428573,2.8866738786657686,0.0,0.0,1.4580013136108023,0.0,0.0,0.00022814728810053767,0.0002307905153836684,0.00019681707413197867,0.00024774627921857125,0.06445509435056453,0.0011373569667660426,0.001172748966568476,0.03287098968510928,0.0,0.0,0.017281883536161037,0.0,0.0
