,configuration,RMSE_normalized,RMSE_denormalized
0,LSTM_128_neurons_100_days,0.21626973844296882,0.02395668170690536
1,LSTM_128_neurons_200_days,0.05914366937406024,0.006551477231979366
2,LSTM_128_neurons_30_days,0.04599308275454084,0.005094752541780476
3,LSTM_256_neurons_100_days,0.0015497276855226394,0.00017167172670363995
4,LSTM_256_neurons_200_days,0.22615951991803607,0.02505219272613525
5,LSTM_256_neurons_30_days,0.1257084836887602,0.013925005576610569
