,symbol,date,rmse_norm,rmse_denorm
0,DASH_with_indicators,2016-07-29,0.00926362041943693,0.0009744213643670119
1,DASH_with_indicators,2016-08-26,0.01565890503359435,0.0016471294695138937
2,DASH_with_indicators,2016-09-09,0.0004081174526694431,4.292879104614289e-05
3,DASH_with_indicators,2016-10-29,0.011053021835010168,0.0011626453292369835
4,DASH_with_indicators,2016-11-24,0.005186649065382715,0.0005455727425217622
5,DASH_with_indicators,2016-12-14,0.0020739282916452245,0.00021815264731645662
6,DASH_with_indicators,2017-01-27,0.0023213205124192615,0.00024417627453804033
7,DASH_with_indicators,2017-02-14,0.014936804186925223,0.001571172106266023
8,DASH_with_indicators,2017-03-22,0.01837202305167629,0.0019325219917297326
9,DASH_with_indicators,2017-04-20,0.005795951553155709,0.0006096654593944553
10,DASH_with_indicators,2017-05-07,0.02417433941396474,0.002542852834463122
11,DASH_with_indicators,2017-06-11,0.03882953441518844,0.004084397286176683
