,symbol,date,rmse_norm,rmse_denorm
0,BTC,2016-07-29,0.005441894408528325,16.180961457462786
1,BTC,2016-08-26,0.004356435470392495,12.9534191302061
2,BTC,2016-09-09,0.003898208005229886,11.590939969535441
3,BTC,2016-10-29,0.007363405051377642,21.89435791452206
4,BTC,2016-11-24,0.001401686843345823,4.1677673151783665
5,BTC,2016-12-14,0.0013719310737476398,4.079314424481595
6,BTC,2017-01-27,0.0002845102463184812,0.8459190527566989
7,BTC,2017-02-14,0.0002446204333051982,0.7273038176133468
8,BTC,2017-03-22,0.00212520810805239,6.319092007205768
9,BTC,2017-04-20,0.022925294181425193,68.16605820207246
10,BTC,2017-05-07,0.048120835134447315,143.08245286125748
11,BTC,2017-06-11,0.20073290623446027,596.859430449877
