,configuration,RMSE_normalized,RMSE_denormalized
0,LSTM_256_neurons_30_days,0.207630249338312,6.091871044716085e-06
1,LSTM_256_neurons_200_days,0.013208126481201458,3.875263879601553e-07
2,LSTM_256_neurons_100_days,0.20365434184191766,5.975218637922644e-06
3,LSTM_128_neurons_30_days,0.1380941226821654,4.051681942040734e-06
4,LSTM_128_neurons_200_days,0.016580507753504396,4.864719781404763e-07
5,LSTM_128_neurons_100_days,0.18034183674851947,5.2912293627800604e-06
