,configuration,RMSE_normalized,RMSE_denormalized
0,LSTM_256_neurons_30_days,0.17938497629441189,5.2631549215465126e-06
1,LSTM_256_neurons_200_days,0.015144302502628324,4.4433393359919977e-07
2,LSTM_256_neurons_100_days,0.17708782002105486,5.195756355379632e-06
3,LSTM_128_neurons_30_days,0.06403700281431543,1.8788456124422816e-06
4,LSTM_128_neurons_200_days,0.01350597764942002,3.9626543834214594e-07
5,LSTM_128_neurons_100_days,0.17871291327212435,5.2434364034894754e-06
