,configuration,RMSE_normalized,RMSE_denormalized
0,LSTM_256_neurons_30_days,0.01134639613564392,0.5158932936794804
1,LSTM_256_neurons_200_days,0.01602947772578317,0.7288217469467789
2,LSTM_256_neurons_100_days,0.011117782649309006,0.5054989663676216
3,LSTM_128_neurons_30_days,0.03708103702601604,1.6859861435214618
4,LSTM_128_neurons_200_days,0.04549287752374208,2.0684528128632875
5,LSTM_128_neurons_100_days,0.011872842305806932,0.5398299208395129
