,configuration,Average_RMSE_norm,Average_RMSE_denorm
0,LSTM_256_neurons_30_days,0.09688522689823244,70.16475309626658
1,LSTM_256_neurons_200_days,0.11922478137675638,88.20872844912405
2,LSTM_256_neurons_100_days,0.09507173205598668,78.49954686843601
3,LSTM_128_neurons_30_days,0.09919145243190787,75.69356651244222
4,LSTM_128_neurons_200_days,0.06852468287732626,32.00117274737664
5,LSTM_128_neurons_100_days,0.09831625629822524,87.68659695755359
