DateTime,Open,High,Low,Close,Volume,VolumeBTC,Symbol
2010-07-16,0.04951,0.04951,0.04951,0.04951,20,0.9902,BTC
2010-07-17,0.04951,0.08585,0.05941,0.08584,75.01,5.09,BTC
2010-07-18,0.08584,0.09307,0.07723,0.0808,574,49.66,BTC
2010-07-19,0.0808,0.08181,0.07426,0.07474,262,20.59,BTC
2010-07-20,0.07474,0.07921,0.06634,0.07921,575,42.26,BTC
2010-07-21,0.07921,0.08181,0.0505,0.0505,2160,129.78,BTC
2010-07-22,0.0505,0.06767,0.0505,0.06262,2402.5,141.07,BTC
2010-07-23,0.06262,0.06161,0.05049,0.05454,496.32,26.73,BTC
2010-07-24,0.05454,0.05941,0.0505,0.0505,1551.48,85.06,BTC
2010-07-25,0.0505,0.056,0.05,0.056,877,46.91,BTC
2010-07-26,0.056,0.0605,0.053,0.06,3373.69,196.92,BTC
2010-07-27,0.06,0.062,0.054,0.0589,4390.29,255.76,BTC
2010-07-28,0.0589,0.0699,0.0571,0.0699,8058.49,528.32,BTC
2010-07-29,0.0699,0.0698,0.0582,0.0627,3020.85,198.53,BTC
2010-07-30,0.0627,0.06889,0.056,0.06785,4022.25,243.9,BTC
2010-07-31,0.06785,0.065,0.06,0.0611,2601,162.65,BTC
2010-08-01,0.0611,0.0633,0.06,0.06,3599,221.2,BTC
2010-08-02,0.06,0.065,0.059,0.06,9821.46,606.05,BTC
2010-08-03,0.06,0.06231,0.057,0.057,3494,210.77,BTC
2010-08-04,0.057,0.061,0.058,0.061,5034.07,303.61,BTC
2010-08-05,0.061,0.0624,0.0607,0.0623,1395,85.91,BTC
2010-08-06,0.0623,0.0622,0.059,0.059,2619,157.34,BTC
2010-08-07,0.059,0.061,0.059,0.0609,2201,132.6,BTC
2010-08-08,0.0609,0.0735,0.0593,0.071,13631.09,886.93,BTC
2010-08-09,0.071,0.0709,0.06651,0.07,1310.39,88.87,BTC
2010-08-10,0.07,0.07541,0.06,0.067,14061.18,1015.64,BTC
2010-08-11,0.067,0.07,0.06141,0.07,2062.31,134.49,BTC
2010-08-12,0.07,0.068,0.0645,0.0645,3591.77,233.8,BTC
2010-08-13,0.0645,0.0695,0.0645,0.067,4404.2,295.31,BTC
2010-08-14,0.067,0.067,0.065,0.06529,4462.87,294.95,BTC
2010-08-15,0.06529,0.0679,0.062,0.0655,10731.47,696.8,BTC
2010-08-16,0.0655,0.0769,0.06243,0.07,13185.74,915,BTC
2010-08-17,0.07,0.0733,0.067,0.068,2953.98,203.83,BTC
2010-08-18,0.068,0.0679,0.0667,0.0667,741.12,50.04,BTC
2010-08-19,0.0667,0.0667,0.065,0.0655,4199.75,276.41,BTC
2010-08-20,0.0655,0.0669,0.0644,0.0664,10443.86,688.51,BTC
2010-08-21,0.0664,0.0664,0.0612,0.066,18648.97,1183.64,BTC
2010-08-22,0.066,0.06689,0.063,0.06491,4297.49,281.88,BTC
2010-08-23,0.06491,0.0665,0.06491,0.065,6711.76,444.66,BTC
2010-08-24,0.065,0.0665,0.0641,0.0648,4228.88,278.86,BTC
2010-08-25,0.0648,0.0658,0.064,0.064,3870.01,251.56,BTC
2010-08-26,0.064,0.065,0.063,0.065,9009.97,583.71,BTC
2010-08-27,0.065,0.065,0.0641,0.0641,6174.01,399.45,BTC
2010-08-28,0.0641,0.0648,0.064,0.064,3173.4,204.88,BTC
2010-08-29,0.064,0.069,0.03211,0.06497,34193.14,2135,BTC
2010-08-30,0.06497,0.0649,0.06,0.06,14886.91,933.23,BTC
2010-08-31,0.06,0.0629,0.05961,0.0629,7164.72,436.73,BTC
2010-09-01,0.0629,0.0634,0.0601,0.0634,8150.73,498.98,BTC
2010-09-02,0.0634,0.063,0.06085,0.06085,892,54.61,BTC
2010-09-03,0.06085,0.06238,0.0612,0.06238,3301,202.27,BTC
2010-09-04,0.06238,0.064,0.0605,0.0616,8459.24,527.97,BTC
2010-09-05,0.0616,0.0627,0.0616,0.0616,910,56.13,BTC
2010-09-06,0.0616,0.06201,0.0603,0.061,3457.19,212.35,BTC
2010-09-07,0.061,0.062,0.06099,0.062,2345.41,143.36,BTC
2010-09-08,0.062,0.0624,0.06109,0.06111,1733.5,107.68,BTC
2010-09-09,0.06111,0.0618,0.06014,0.0618,4939.79,301.8,BTC
2010-09-10,0.0618,0.065,0.0619,0.06366,7749.14,491.19,BTC
2010-09-11,0.06366,0.0621,0.0615,0.0615,793.88,48.99,BTC
2010-09-12,0.0615,0.064,0.0607,0.06219,10076.34,632.2,BTC
2010-09-13,0.06219,0.175,0.061,0.06199,14014.81,876.76,BTC
2010-09-14,0.06199,0.0625,0.0604,0.0604,3651.85,223.27,BTC
2010-09-15,0.0604,0.0619,0.0618,0.0619,730,45.17,BTC
2010-09-16,0.0619,0.0609,0.059,0.059,7262,438.94,BTC
2010-09-17,0.059,0.061,0.05761,0.061,7092.61,427.76,BTC
2010-09-18,0.061,0.0627,0.06,0.0627,12852.17,797.36,BTC
2010-09-19,0.0627,0.0634,0.062,0.0621,14307.94,891.19,BTC
2010-09-20,0.0621,0.0633,0.0623,0.06265,5735.95,359.82,BTC
2010-09-21,0.06265,0.0624,0.06147,0.0622,11560.4,717.33,BTC
2010-09-22,0.0622,0.063,0.0615,0.06231,15505.33,970.09,BTC
2010-09-23,0.06231,0.0624,0.06209,0.0622,684.38,42.66,BTC
