,model,mean_rmse_norm,mean_rmse_denorm
0,LSTM_128_neurons_30_days,0.06429054698522667,20.730558397417195
1,LSTM_256_neurons_30_days,0.058151357544964824,20.63130326303895
2,LSTM_128_neurons_100_days,0.06091947107023065,21.026569399957868
3,LSTM_256_neurons_100_days,0.055341892425743514,16.98644530980465
4,LSTM_128_neurons_200_days,0.07028820591431097,18.254320052511872
5,LSTM_256_neurons_200_days,0.0665016616645386,8.996985772681182
