,configuration,Average_RMSE_norm,Average_RMSE_denorm
0,LSTM_256_neurons_30_days,0.038916513412888,35.790051234437186
1,LSTM_256_neurons_200_days,0.03724679067480662,41.377635018180285
2,LSTM_256_neurons_100_days,0.028855659737720318,25.277829563602097
3,LSTM_128_neurons_30_days,0.044642181456907154,44.51484836425275
4,LSTM_128_neurons_200_days,0.04923743070736312,54.35332492534318
5,LSTM_128_neurons_100_days,0.041154622579966375,30.071029597426616
