DateTime,Open,High,Low,Close,Volume,VolumeBTC,Symbol,RSI_14,SMA_14,EMA_14,RSI_30,SMA_30,EMA_30,RSI_60,SMA_60,EMA_60
2015-03-30,2.5e-06,0.000102,7.2e-07,1.63e-06,24089049.61,39.04,XEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-31,1.63e-06,1.87e-06,7e-07,1.1e-06,88200443.73,103.08,XEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-04-01,1.1e-06,1.3e-06,9.1e-07,1.27e-06,44514389.79,52.97,XEM,2.2397891963109333,0.0,0.0,1.0578718108276282,0.0,0.0,0.5317485142320921,0.0,0.0
2015-04-02,1.27e-06,1.31e-06,1.17e-06,1.23e-06,19508242.14,24.29,XEM,2.227213176118284,0.0,0.0,1.0551578598915867,0.0,0.0,0.5310729756747746,0.0,0.0
2015-04-03,1.23e-06,1.25e-06,9.9e-07,1.09e-06,20445278.51,22.22,XEM,2.181284941801849,0.0,0.0,1.0454575892704612,0.0,0.0,0.5286830419040048,0.0,0.0
2015-04-04,1.09e-06,1.09e-06,8.4e-07,8.8e-07,38773079.45,36.47,XEM,2.11131282217005,0.0,0.0,1.0307696878526207,0.0,0.0,0.5250795247740301,0.0,0.0
2015-04-05,8.8e-07,1.16e-06,8.8e-07,1.14e-06,39779922.32,42.87,XEM,6.106749742094801,0.0,0.0,2.778245906375108,0.0,0.0,1.3712683713943266,0.0,0.0
2015-04-06,1.14e-06,1.14e-06,9.2e-07,9.6e-07,17085376.45,17.24,XEM,5.927296701199185,0.0,0.0,2.743590580992826,0.0,0.0,1.363107032794631,0.0,0.0
2015-04-07,9.6e-07,1.02e-06,9.1e-07,9.4e-07,13984615.9,13.31,XEM,5.906633318268434,0.0,0.0,2.7396668882768602,0.0,0.0,1.3621912065498256,0.0,0.0
2015-04-08,9.4e-07,9.8e-07,8.8e-07,9.2e-07,13116219.43,12.05,XEM,5.884653259042431,0.0,0.0,2.735624178565725,0.0,0.0,1.3612613772360533,0.0,0.0
2015-04-09,9.2e-07,9.4e-07,7.2e-07,8e-07,24676630.96,21.28,XEM,5.747167666871703,0.0,0.0,2.710823264332953,0.0,0.0,1.3556167932876795,0.0,0.0
2015-04-10,8e-07,8.1e-07,6.3e-07,6.9e-07,31153667.71,22.43,XEM,5.61825011712925,0.0,0.0,2.6877424680071105,0.0,0.0,1.3503983336234078,0.0,0.0
2015-04-11,6.9e-07,7.3e-07,6.1e-07,6.2e-07,11407262.63,7.56,XEM,5.5336178611109395,0.0,0.0,2.672778103333329,0.0,0.0,1.3470435002788863,0.0,0.0
