DateTime,Open,High,Low,Close,Symbol,RSI_14,SMA_14,EMA_14,RSI_30,SMA_30,EMA_30,RSI_60,SMA_60,EMA_60
2014-02-02,0.0476655,0.0476655,0.0095331,0.026502018,DASH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-02-03,0.025901537999999998,0.037268400000000014,0.02329275,0.028883010000000008,DASH,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0
2014-02-04,0.02872584,0.09173736,0.027799200000000003,0.08803079999999999,DASH,99.99999999999999,0.0,0.0,100.0,0.0,0.0,100.00000000000001,0.0,0.0
2014-02-05,0.0859294,0.180904,0.06241188,0.17999948000000002,DASH,99.99999999999999,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0
2014-02-06,0.06630960000000001,0.30668190000000006,0.06630960000000001,0.15251208,DASH,85.82295391455773,0.0,0.0,88.48832304954375,0.0,0.0,91.22892234457541,0.0,0.0
2014-02-07,0.12799960000000002,0.166956,0.10434749999999998,0.11199965,DASH,70.12401263358296,0.0,0.0,75.28865000547364,0.0,0.0,80.63170125580909,0.0,0.0
2014-02-08,0.10445358,0.25691688,0.10315602,0.194634,DASH,78.65639383840983,0.0,0.0,81.19959765940098,0.0,0.0,84.39154832689984,0.0,0.0
2014-02-09,0.197871,0.29021080000000005,0.16555207,0.23084949999999999,DASH,81.18022092908849,0.0,0.0,83.03712730203385,0.0,0.0,85.63412512447212,0.0,0.0
2014-02-10,0.2039205,0.34899537,0.08739449999999999,0.26160087,DASH,83.00817406075953,0.0,0.0,84.37693898765944,0.0,0.0,86.55792579297808,0.0,0.0
2014-02-11,0.25995304,0.34621808000000004,0.25995304,0.2721112,DASH,83.59178961513332,0.0,0.0,84.80092719388216,0.0,0.0,86.85172157255714,0.0,0.0
2014-02-12,0.24963110000000002,0.27831212000000005,0.10781939,0.10781939,DASH,53.06604288060787,0.0,0.0,58.95681314529255,0.0,0.0,64.46152193182742,0.0,0.0
2014-02-13,0.09164232,0.2550636000000001,0.09164232,0.24738912000000005,DASH,64.77447405112707,0.0,0.0,67.61962190320894,0.0,0.0,70.93336771209408,0.0,0.0
2014-02-14,0.23436864000000004,0.24249456,0.14583888,0.2095632,DASH,60.39920990804443,0.0,0.0,63.845740229678164,0.0,0.0,67.5441912134039,0.0,0.0
2014-02-15,0.1818243,0.27793143,0.175961394,0.26717040000000003,DASH,64.33060438490142,0.16993319414285715,0.16993319414285715,66.76479107960571,0.0,0.0,69.77985265266197,0.0,0.0
2014-02-16,0.215856,0.7495,0.197868,0.7192202000000001,DASH,80.55815529237455,0.2194130642857143,0.2431714615904762,79.9144752591947,0.0,0.0,80.49738092012846,0.0,0.0
2014-02-17,0.6531997199999999,0.6531997199999999,0.31856759999999995,0.40842,DASH,60.33723680513298,0.2465228492857143,0.2652046000450794,62.379843892469005,0.0,0.0,64.50641908822449,0.0,0.0
2014-02-18,0.440925,0.5673235,0.3927172,0.487957,DASH,62.891226310702386,0.2750890064285715,0.2949049200390688,64.4429666187753,0.0,0.0,66.25072932544332,0.0,0.0
2014-02-19,0.4341398,0.5230600000000001,0.366142,0.5099834999999999,DASH,63.58694358388642,0.2986592935714286,0.32358206403385964,64.99236075657537,0.0,0.0,66.71133068912783,0.0,0.0
2014-02-20,0.218244,0.2607736,0.20716392,0.218244,DASH,50.22452710012412,0.30335443071428575,0.309536988829345,53.64752155946677,0.0,0.0,56.354683780950374,0.0,0.0
2014-02-21,0.217542,0.25625332,0.11144844,0.1807272,DASH,48.81123912608829,0.3082635414285715,0.2923623503187657,52.43134118181822,0.0,0.0,55.23361521625667,0.0,0.0
2014-02-22,0.4140558,0.5597420999999999,0.25559,0.4651738,DASH,58.33528368614577,0.3275878128571429,0.31540387694293026,59.605710100194955,0.0,0.0,61.18544274654278,0.0,0.0
2014-02-23,0.5645094,0.6166179600000001,0.31017,0.47766179999999997,DASH,58.69676531732363,0.34521726285714294,0.3370382666838729,59.88021743364094,0.0,0.0,61.41442090844437,0.0,0.0
2014-02-24,0.26796,0.302064,0.1566,0.1566,DASH,47.3747506985588,0.3377172007142858,0.3129798311260232,50.72279345893254,0.0,0.0,53.20968761645991,0.0,0.0
2014-02-25,0.122202,0.1934865,0.11079648,0.16144242,DASH,47.53827757065736,0.32981228785714295,0.29277484297588674,50.839963452959694,0.0,0.0,53.305343941273165,0.0,0.0
2014-02-26,0.7052434599999999,0.79955272,0.533826,0.63999806,DASH,60.526141978069944,0.36782505000000004,0.3390712719124352,60.4446995864443,0.0,0.0,61.262196446409014,0.0,0.0
2014-02-27,0.6436127100000001,0.70922661,0.48196392,0.5845602,DASH,58.72174780483456,0.3919086985714286,0.37180312899077717,59.06334324751198,0.0,0.0,60.056911522285034,0.0,0.0
2014-02-28,0.5624611999999999,1.1019648000000002,0.5172921220000001,0.975698,DASH,66.31334087066188,0.44663261285714295,0.4523224451253402,64.90985047338786,0.0,0.0,64.99669715033919,0.0,0.0
2014-03-01,0.947563,1.04454886,0.6911636,1.0423193000000002,DASH,67.40724492272746,0.5020003914285714,0.5309886924419616,65.77027210332977,0.0,0.0,65.73059385460883,0.0,0.0
2014-03-02,1.0183272,1.0673376,0.7678295999999999,0.9203064000000001,DASH,63.369337778161466,0.5163636914285715,0.5828977201163666,62.85358885888699,0.0,0.0,63.26095807755236,0.0,0.0
2014-03-03,1.1190841999999999,1.2084785,0.9800264000000001,0.9932700000000001,DASH,64.72328463778642,0.5581386914285716,0.6376140241008511,63.84436727630121,0.37735488660000005,0.37735488660000005,64.0814295483023,0.0,0.0
2014-03-04,0.992775,1.1582375,0.913353,1.0126305,DASH,65.09012631075602,0.5956153700000002,0.6876162208874043,64.10686276876363,0.41022583600000007,0.4183404100451613,64.29652687988744,0.0,0.0
2014-03-05,1.007199,1.040114,0.9295195999999998,1.0328727,DASH,65.49211444992206,0.6329645985714288,0.733650418102417,64.38621082197304,0.4436921590000001,0.4579876545583767,64.52236144366942,0.0,0.0
2014-03-06,1.01711994,1.0696290000000002,0.9270118,0.9334944,DASH,61.75177122739229,0.6840539128571431,0.7602962823554281,61.94061852191913,0.47187427900000006,0.48866550910299755,62.54765115995252,0.0,0.0
2014-03-07,0.8880912000000001,0.9682661,0.8356691500000001,0.86403873,DASH,59.219185031745354,0.7328618792857146,0.7741286087080377,60.286866147400104,0.49467558733333344,0.5128831362576429,61.216413057735814,0.0,0.0
2014-03-08,0.85350321,0.9077229,0.7688230200000001,0.7919729999999999,DASH,56.63693172322935,0.7562046792857146,0.7765078608802993,58.60913720952433,0.5159909513333335,0.5308889339184402,59.8721954273795,0.0,0.0
2014-03-09,0.8151649999999999,1.00328,0.7587304999999999,0.7712714999999999,DASH,55.886894799072536,0.777176800714286,0.7758096794295928,58.12895609621456,0.5379666796666668,0.5463974865688633,59.490688600698476,0.0,0.0
2014-03-10,0.7539531,0.97584824,0.7539531,0.8458986000000002,DASH,58.03345990749335,0.8264124150000003,0.7851548688389804,59.36898721342223,0.5596754996666669,0.5657201390482915,60.41513062815099,0.0,0.0
2014-03-11,0.8399922000000002,0.9130350000000002,0.7925143800000001,0.7973839,DASH,56.130984277994386,0.8718368064285718,0.7867854063271164,58.210902441359,0.5785599796666667,0.5806661881419501,59.51744459872648,0.0,0.0
2014-03-12,0.8114532999999999,0.8857849,0.7742874999999999,0.7811012299999999,DASH,55.47699733145823,0.8819156042857145,0.7860275161501675,57.81974679269502,0.5958766583333335,0.5935974811650502,59.2172121965316,0.0,0.0
2014-03-13,0.78817544,0.875056,0.7813,0.8013012799999999,DASH,56.155992543378815,0.8973971100000002,0.7880640179968118,58.17999071404375,0.6135163276666667,0.606997726251176,59.47504680703049,0.0,0.0
2014-03-14,0.7871864599999999,0.80806348,0.7306957000000001,0.73130973,DASH,53.14702426480138,0.8799408050000003,0.7804967795972368,56.4537016911673,0.6342993390000001,0.6150178555252936,58.17934552689447,0.0,0.0
2014-03-15,0.74321973,0.8112389999999999,0.7176345000000001,0.7276189799999999,DASH,52.98661850941838,0.857462210714286,0.7734464063176053,56.362576143255055,0.650307001,0.6222824442010811,58.111475253605576,0.0,0.0
2014-03-16,0.7219172399999999,0.8203604999999999,0.7219172399999999,0.804882,DASH,55.967435082433916,0.8492176107142859,0.7776378188085913,57.83488363505851,0.6701509609999999,0.6340630607042372,59.12629841835396,0.0,0.0
2014-03-17,0.7882939999999999,0.7882939999999999,0.72826238,0.73735808,DASH,52.83089445801472,0.830938187857143,0.7722671869674458,56.124787467666906,0.6858238836666666,0.6407272554975123,57.88037543332528,0.0,0.0
2014-03-18,0.72829888,0.75764645,0.6588229999999999,0.7247052999999999,DASH,52.24308594892816,0.8103721021428573,0.765925602038453,55.80528461194943,0.6860067203333333,0.6461451938525115,57.648951211343025,0.0,0.0
2014-03-19,0.7199015999999999,0.7437,0.684204,0.7145469600000001,DASH,51.7478182999131,0.7876345492857144,0.7590751164333259,55.542967669162,0.6962109523333333,0.6505582110233171,57.46142187630044,0.0,0.0
2014-03-20,0.67975399,0.70465755,0.6508885,0.67975399,DASH,50.00808241598011,0.7695102342857144,0.7484989662422158,54.63405193191614,0.7026041853333332,0.6524418096669741,56.8178311209601,0.0,0.0
2014-03-21,0.6600696,0.7089840000000001,0.65952,0.7034880000000001,DASH,51.207006223861754,0.758042325,0.742497504076587,55.151377223510615,0.7090543353333332,0.6557351122691047,57.150671229531255,0.0,0.0
2014-03-22,0.7223552000000001,0.7618590000000001,0.6884948000000001,0.7618590000000001,DASH,54.10719098067566,0.755891325,0.7450790368663754,56.41449049646678,0.7271748353333333,0.6625818147033561,57.96086623081792,0.0,0.0
2014-03-23,0.744066,0.8653211999999999,0.68454072,0.7826471999999999,DASH,55.124975577461605,0.756703875,0.750088125284192,56.86160357813097,0.7472388353333332,0.6703279685934621,58.24671382137483,0.0,0.0
2014-03-24,0.8059351999999999,0.89050164,0.78380036,0.8172864000000001,DASH,56.834071773522574,0.7546601464285715,0.7590478952462998,57.61033598337286,0.758975922,0.6798091577164646,58.722188065533416,0.0,0.0
2014-03-25,0.8105616,0.8499639000000001,0.7824171,0.8161904999999999,DASH,56.7607932748368,0.756003475,0.7666669092134598,57.577665151316,0.770260212,0.6886079539928217,58.70068694091322,0.0,0.0
2014-03-26,0.8155525,0.8492995000000001,0.7885549000000001,0.8043035000000001,DASH,55.92283664133165,0.75766078,0.7716851213183319,57.21399817986096,0.7918503286666667,0.6960721827674784,58.464621718221466,0.0,0.0
2014-03-27,0.6584435000000001,0.67916375,0.6216075,0.6533785499999999,DASH,46.57021561413299,0.7470948707142856,0.755910911809221,52.835689225108446,0.8082481996666666,0.6933177548469959,55.57945777692601,0.0,0.0
2014-03-28,0.6848235899999999,0.6997844999999999,0.6708279,0.68337576,DASH,48.407652701088075,0.7436710157142857,0.7462395582346582,53.5654915141345,0.809694123,0.6926763358246091,56.018039313897624,0.0,0.0
2014-03-29,0.67558776,0.6908552800000001,0.6393274,0.68608418,DASH,48.57872130081533,0.7407042442857144,0.7382188411367038,53.63243088782172,0.8130782556666668,0.6922510354488278,56.05786482689308,0.0,0.0
2014-03-30,0.64267096,0.6457994,0.60915196,0.6127273200000001,DASH,44.3146874100207,0.72697891,0.7214866383184766,51.55246879481171,0.8009792330000001,0.6871204731618067,54.694127287216126,0.0,0.0
2014-03-31,0.60962886,0.6358638000000001,0.60962886,0.6247473000000001,DASH,45.15977175690656,0.718935282857143,0.708588059876013,51.86852228062384,0.7870601663333334,0.6830963974739482,54.876993666814684,0.0,0.0
2014-04-01,0.65114725,0.6627335,0.6024849999999999,0.6395609999999999,DASH,46.23714149056528,0.7128535471428573,0.6993844518925446,52.26509717354505,0.7777019863333334,0.6802876621530484,55.10404547277914,0.0,0.0
2014-04-02,0.5856306000000001,0.6318869300000001,0.5644121,0.5983616999999999,DASH,43.68009509702859,0.7045546000000001,0.6859147516402053,51.05614051028695,0.7645383763333334,0.6750021162076904,54.331044808745226,0.5709466314666668,0.5709466314666667
2014-04-03,0.6151970999999999,0.62174175,0.5933816000000001,0.60996138,DASH,44.60424727938475,0.6995694135714288,0.6757876354215113,51.383316115208615,0.7511160723333334,0.6708059396781619,54.513691509438914,0.5806709541666668,0.5722258035497267
2014-04-04,0.62121528,0.66520692,0.61366116,0.6576528,DASH,48.33851888309821,0.6962954707142858,0.6733696573653098,52.72589767028004,0.7386087423333335,0.6699573500215064,55.26159249640216,0.5911504506666668,0.5750266886792439
2014-04-05,0.6758124,0.6758124,0.63060603,0.63060603,DASH,46.43644755045242,0.6869202585714287,0.6676678403832685,51.886200277221555,0.7285124633333334,0.6674185551814091,54.7426219066098,0.6001933711666668,0.5768489621651703
2014-04-06,0.62930789,0.62930789,0.5832831999999999,0.5923970000000001,DASH,43.82620335665809,0.6733309585714287,0.6576317283321661,50.707344347398944,0.719457739,0.6625784548471246,54.014078368656186,0.6070666631666668,0.5773587338974598
2014-04-07,0.6010939999999999,0.6265248999999999,0.6010939999999999,0.6108039799999999,DASH,45.41005520783463,0.6585822142857144,0.6513880285545439,51.25861352436897,0.7134187716666668,0.6592381661473101,54.31188084760689,0.6147048615000001,0.5784552993434448
2014-04-08,0.61632576,0.6251904,0.5878656,0.6247238399999999,DASH,46.62932283298676,0.6449060242857144,0.647832803413938,51.6808864317848,0.7085338496666668,0.6570114354281288,54.53823092994417,0.6232502646666668,0.5799723006764466
2014-04-09,0.61237826,0.61237826,0.57670574,0.57716308,DASH,43.104883760034944,0.6286817085714287,0.638410173625413,50.14699503663581,0.699575999,0.651859928626314,53.615530991554756,0.6296257493333335,0.5798801950804975
2014-04-10,0.4854030600000001,0.5423283,0.4807875,0.5077116,DASH,38.54649148607959,0.6182769264285717,0.6209836971420246,47.99740531987156,0.6899202556666667,0.6425600364568744,52.30185624451713,0.6342401176666669,0.5775140116352353
2014-04-11,0.5743848000000001,0.587439,0.55219266,0.5765604999999999,DASH,44.752040170521596,0.6106472650000001,0.6150606041897546,50.184806411332545,0.6831022313333333,0.6383020018467535,53.45132881794552,0.6394894448333335,0.5774827489586702
2014-04-12,0.5798862499999999,0.5995805000000001,0.55187665,0.5645684999999999,DASH,43.92429596190992,0.6019675735714287,0.6083283236311207,49.807724960572365,0.6752111386666666,0.6335450017276081,53.2241962320063,0.6443637331666668,0.5770593309600253
