 ,mean_rmse_denorm  ,mean_rmse_norm      ,model
0,2547.315926063526 ,0.01456024860193099 ,ts30_lstm_neurons128
1,2895.7537445139956,0.01655189292228351 ,ts30_lstm_neurons256
2,2660.2446352858137,0.015205741012846411,ts100_lstm_neurons128
3,2838.5593090341818,0.016224974011818688,ts100_lstm_neurons256
4,2483.1304862327734,0.014193371000228357,ts200_lstm_neurons128
5,2333.758577118978 ,0.01333957352022986 ,ts200_lstm_neurons256
