,configuration,RMSE_normalized,RMSE_denormalized
0,LSTM_256_neurons_30_days,0.043856220281601535,0.0010402695181869557
1,LSTM_256_neurons_200_days,0.08620371346596377,0.0020447517584441443
2,LSTM_256_neurons_100_days,0.08161661499285552,0.0019359463794715913
3,LSTM_128_neurons_30_days,0.07619380789975963,0.0018073170897634602
4,LSTM_128_neurons_200_days,0.07488099574783343,0.0017761774756128465
5,LSTM_128_neurons_100_days,0.07630916382006032,0.0018100534882471925
