,model,mean_rmse_norm,mean_rmse_denorm
0,LSTM_128_neurons_30_days,0.04203134747584047,23.4400954899162
1,LSTM_256_neurons_30_days,0.07554535046817708,15.190162676509175
2,LSTM_128_neurons_100_days,0.05338592205923015,12.482559205485904
3,LSTM_256_neurons_100_days,0.0504114813329206,18.85764425700167
4,LSTM_128_neurons_200_days,0.0424636466147388,16.120447404123137
5,LSTM_256_neurons_200_days,0.04351080012827644,10.340417519435205
