DateTime,Open,High,Low,Close,Volume,VolumeBTC,Symbol
2015-08-06,0.00281,0.1,0.00281,0.00998,53584.56,577.47,ETH
2015-08-07,0.00998,0.00998,0.002304,0.003123,722558.0,2958.54,ETH
2015-08-08,0.003123,0.003631,0.00229,0.002815,737119.57,2012.14,ETH
2015-08-09,0.002815,0.002897,0.002275,0.0026,585917.04,1486.71,ETH
2015-08-10,0.0026,0.004331000000000001,0.002434,0.0039380000000000005,1479695.62,4812.95,ETH
2015-08-11,0.0039380000000000005,0.004836,0.0030329999999999997,0.004678,1801016.57,7610.71,ETH
2015-08-12,0.004678,0.007640999999999999,0.004183,0.006759,2327517.22,13661.49,ETH
2015-08-13,0.006759,0.008751,0.0064930000000000005,0.006794,2233101.81,16885.48,ETH
2015-08-14,0.006794,0.007125,0.005753,0.006357,1419622.2,9117.25,ETH
2015-08-15,0.006357,0.006614,0.004159,0.005589,2402981.74,12577.38,ETH
2015-08-16,0.005589,0.0061990000000000005,0.004448,0.004647,1371839.18,7173.96,ETH
2015-08-17,0.004647,0.005337,0.004272,0.00515,1349182.67,6479.76,ETH
2015-08-18,0.00515,0.005693999999999999,0.005002,0.005588,1170645.73,6315.52,ETH
2015-08-19,0.005588,0.006548999999999999,0.005261,0.006313,1954437.68,11470.82,ETH
2015-08-20,0.006313,0.00677,0.005741,0.006186,1334037.04,8415.17,ETH
2015-08-21,0.006186,0.006619,0.005847,0.006044,640337.86,3954.69,ETH
2015-08-22,0.006044,0.006293,0.0055450000000000004,0.005940999999999999,1155471.25,6769.34,ETH
2015-08-23,0.005940999999999999,0.006131,0.005568,0.005882,684943.31,4013.6,ETH
2015-08-24,0.005882,0.005947999999999999,0.005016,0.005288,1003401.65,5453.17,ETH
2015-08-25,0.005288,0.0053560000000000005,0.004779,0.005147,908166.41,4583.51,ETH
2015-08-26,0.005147,0.005234,0.004994,0.0050810000000000004,544775.32,2793.3,ETH
2015-08-27,0.0050810000000000004,0.005211,0.0049759999999999995,0.005121,553371.82,2834.36,ETH
2015-08-28,0.005121,0.0051979999999999995,0.005011,0.005166,306308.55,1563.91,ETH
2015-08-29,0.005166,0.006022,0.005083,0.005809,955307.6,5428.51,ETH
2015-08-30,0.005809,0.006243,0.005242,0.005888,1022400.44,5937.1,ETH
2015-08-31,0.005888,0.0061200000000000004,0.005821,0.005940999999999999,524481.98,3135.93,ETH
2015-09-01,0.005940999999999999,0.005974,0.005497999999999999,0.005634,645488.06,3716.74,ETH
