stock_id,Date      ,PriceOfLastTransaction,MaxPrice,MinPrice,AvgPrice,ChangePercentage,TradedQuantity,TotalTradedVolume,TotalTradedVolumeIncludingBlocks,RSI_14             ,SMA_14            ,EMA_14            ,RSI_30            ,SMA_30            ,EMA_30            ,RSI_60            ,SMA_60            ,EMA_60            ,PriceOfLastTransaction_normalized,MaxPrice_normalized ,MinPrice_normalized ,AvgPrice_normalized ,ChangePercentage_normalized,TradedQuantity_normalized,TotalTradedVolume_normalized,TotalTradedVolumeIncludingBlocks_normalized,RSI_14_normalized    ,SMA_14_normalized   ,EMA_14_normalized   ,RSI_30_normalized   ,SMA_30_normalized  ,EMA_30_normalized  ,RSI_60_normalized  ,SMA_60_normalized  ,EMA_60_normalized
ALK     ,2007-10-22,12301.0               ,12600.0 ,12299.0 ,12395.85,-4.14           ,446           ,5528548          ,5528548                         ,39.97248049906985  ,12844.571428571431,12899.708956115503,49.82106243037968 ,13133.166666666664,12864.597697533098,55.29313362522942 ,12430.533333333333,12342.433198955045,0.8645421245421245               ,0.8689655172413794  ,0.8791907927657445  ,0.869565058482204   ,0.2622535211267606         ,0.022631552240320697     ,0.08629878742553995         ,0.055525408622180965                       ,0.4033084895883347   ,0.9426121233724027  ,0.9667701727146432  ,0.5304595574525067  ,0.9882164974052716 ,0.9969692523002108 ,0.645681905354571  ,0.9828904278381425 ,0.9998862172971376
ALK     ,2007-10-24,12300.0               ,12500.0 ,12300.0 ,12407.24,0.09            ,482           ,5980289          ,5980289                         ,39.958524616920656 ,12801.714285714286,12819.74776196677 ,49.81270375481146 ,13083.166666666664,12828.172039627736,55.28802076054642 ,12470.7           ,12341.041946530288,0.8644688644688645               ,0.8620689655172414  ,0.879262277503753   ,0.8703976468231894  ,0.28211267605633805        ,0.02445831430456183      ,0.09335031352794529         ,0.060062423334975835                       ,0.4031676795690366   ,0.9394670077369844  ,0.9607774718141324  ,0.5303705601664893  ,0.9844542041119356 ,0.994146368772853  ,0.6456222002159056 ,0.9860664325296682 ,0.9997735090408422
ALK     ,2007-10-25,12097.0               ,12250.0 ,12000.0 ,12062.31,-2.78           ,480           ,5789910          ,5789910                         ,37.138337562490726 ,12780.071428571431,12723.381393704534,48.11922562992538 ,13026.4           ,12780.999649974334,54.252666894218976,12508.966666666667,12333.04057123421 ,0.8495970695970696               ,0.8448275862068966  ,0.8578168561012224  ,0.8451838894521511  ,0.2686384976525822         ,0.0243568275232151       ,0.090378560935531           ,0.05815037124316399                        ,0.37471296855091063  ,0.9378787243410983  ,0.9535552832511418  ,0.512339598704399   ,0.980182747126235  ,0.990490644501663  ,0.633531924022525  ,0.9890922029743747 ,0.9991253009647679
ALK     ,2007-10-26,12000.0               ,12098.0 ,11951.0 ,12059.72,-0.02           ,356           ,4293260          ,4293260                         ,35.84320498997766  ,12730.0           ,12626.930541210595,47.32481591832511 ,12967.4           ,12730.61257578244 ,53.76356415029454 ,12540.633333333333,12322.121208242927,0.8424908424908425               ,0.834344827586207   ,0.8543141039388091  ,0.8449945651498549  ,0.2815962441314554         ,0.018064647079717867     ,0.06701635440310433         ,0.043118919438026884                       ,0.36164552927480526  ,0.9342041809070513  ,0.9463267630076805  ,0.5038812840179082  ,0.9757432410400986 ,0.9865857914418334 ,0.6278204591279548 ,0.9915961070880256 ,0.9982407006286225
ALK     ,2007-10-29,11800.0               ,12000.0 ,11701.0 ,11872.06,-1.56           ,858           ,10186226         ,10186226                        ,33.279379442083346 ,12664.285714285714,12516.673135715851,45.71676388949468 ,12900.733333333335,12670.573054764222,52.76638498612297 ,12565.633333333333,12305.002480103814,0.8278388278388279               ,0.8275862068965517  ,0.8364429194367003  ,0.8312769595248033  ,0.2743661971830986         ,0.04353782919774699      ,0.15900358507197696         ,0.10230432311845424                        ,0.33577741710415077  ,0.9293816702660767  ,0.9380635090601805  ,0.48675987941586885 ,0.9707268499823175 ,0.9819329015664295 ,0.6161759654903507 ,0.9935728734935394 ,0.9968538768113054
ALK     ,2007-10-30,11150.0               ,11702.0 ,11111.0 ,11366.06,-4.26           ,1049          ,11922994         ,11922994                        ,26.643243021435584 ,12549.928571428569,12334.450050953736,41.03422688172326 ,12829.033333333333,12572.471567360075,49.719382453944576,12577.3           ,12267.133546329916,0.7802197802197802               ,0.8070344827586208  ,0.7942669240117235  ,0.7942892773001624  ,0.2616901408450704         ,0.05322981681635967      ,0.1861139533711181          ,0.11974737559478761                        ,0.26882109807921895  ,0.9209894533789023  ,0.9244067789953873  ,0.4369035257427928  ,0.9653317213996735 ,0.9743303189714367 ,0.5805947952508066 ,0.9944953644827792 ,0.9937860356219794
ALK     ,2007-10-31,10601.0               ,11155.0 ,10550.0 ,10894.25,-4.15           ,869           ,9467101          ,9467101                         ,22.57036916392753  ,12385.714285714286,12103.32337749324 ,37.66704400655085 ,12737.4           ,12445.279853336846,47.37050138708282 ,12577.316666666668,12212.50621694205 ,0.74                             ,0.7693103448275862  ,0.7541639859889914  ,0.7598008220622022  ,0.2622065727699531         ,0.044096006495154        ,0.14777828405127652         ,0.09508186444116214                        ,0.2277272109036755   ,0.9089384186358584  ,0.9070849638458731  ,0.4010521357745118  ,0.9584366918907531 ,0.9644733276367728 ,0.5531658921797287 ,0.9944966823270497 ,0.9893605619036123
ALK     ,2007-11-01,10285.0               ,10295.0 ,9999.0  ,10023.95,-7.99           ,791           ,7928948          ,7928948                         ,20.625884932688923 ,12198.928571428569,11860.880260494141,35.914205561677896,12630.266666666665,12305.906959573178,46.096138343049915,12570.416666666664,12149.309291796411,0.7168498168498169               ,0.7100000000000001  ,0.7147758953463436  ,0.6961834705995441  ,0.24417840375586855        ,0.04013802202263155      ,0.1237682295532498          ,0.07963358148360555                        ,0.20810803819940898  ,0.8952309563248273  ,0.8889150365326235  ,0.38238914746404834 ,0.9503753514608985 ,0.9536723299722188 ,0.5382846021453875 ,0.9939510947991276 ,0.9842408473862161
ALK     ,2007-11-02,11026.0               ,11026.0 ,10300.0 ,10402.23,3.77            ,617           ,6418178          ,6418178                         ,34.749448755753676 ,12065.0           ,11749.562892428257,42.40820880257775 ,12561.033333333333,12223.332317020071,49.34490157017171 ,12575.85          ,12112.479478950627,0.7711355311355311               ,0.7604137931034483  ,0.7362928014868826  ,0.7238350524808428  ,0.29938967136150235        ,0.03130867204546608      ,0.10018561453771897         ,0.06446031689693066                        ,0.35060990753466925  ,0.8854024699641456  ,0.8805723435682078  ,0.4515327168143944  ,0.9451658293473927 ,0.9472730331126743 ,0.576221819535735  ,0.9943807120312594 ,0.9812571875473075
ALK     ,2007-11-05,11026.0               ,11026.0 ,11026.0 ,11026.0 ,6.0             ,2             ,22052            ,22052                           ,34.749448755753676 ,11906.142857142857,11653.087840104487,42.40820880257776 ,12484.866666666667,12146.08507076071 ,49.34490157017171 ,12582.95          ,12076.857200952243,0.7711355311355311               ,0.7604137931034483  ,0.7881907212810065  ,0.7694315080959897  ,0.3098591549295775         ,0.00010148678134672958   ,0.0003442243533578811       ,0.0002214770154724775                      ,0.35060990753466925  ,0.8737445746755288  ,0.873342009665714   ,0.45153271681439455 ,0.9394346025638776 ,0.9412865941150356 ,0.576221819535735  ,0.9949421136904254 ,0.97837135262115
