,symbol,date,rmse_norm,rmse_denorm
0,DASH,2016-07-29,0.003346525771552561,0.0003707017696786864
1,DASH,2016-08-26,0.01066471147107484,0.001181353481062828
2,DASH,2016-09-09,0.0038686946238991604,0.00042854404893824354
3,DASH,2016-10-29,0.0012663120163272645,0.000140272078060142
4,DASH,2016-11-24,0.007733987670309778,0.0008567106851334371
5,DASH,2016-12-14,0.0016003292550180598,0.0001772718634486456
6,DASH,2017-01-27,0.003921869137411632,0.0004344337734713908
7,DASH,2017-02-14,0.021229348492249778,0.0023516217684277883
8,DASH,2017-03-22,0.11903586382239773,0.013185866815663916
9,DASH,2017-04-20,0.0018167536775571813,0.00020124582409668246
10,DASH,2017-05-07,0.05148512804540395,0.00570312408791953
11,DASH,2017-06-11,0.021539776686611778,0.0023860049777670797
