,configuration,RMSE_normalized,RMSE_denormalized
0,LSTM_256_neurons_30_days,0.05510256246167043,0.00019002525620047067
1,LSTM_256_neurons_200_days,0.025741100680875057,8.877011554416003e-05
2,LSTM_256_neurons_100_days,0.02252477441501903,7.767837605817273e-05
3,LSTM_128_neurons_30_days,0.012308363062745005,4.2446277582895566e-05
4,LSTM_128_neurons_200_days,0.03652960670640533,0.00012597501616730703
5,LSTM_128_neurons_100_days,0.048269891394105216,0.00016646226032468933
