cryptostock_name,date,model,neurons,days,real_value,predicted_value
BTC,2016-07-29,SingleTarget_Data,128,30,0.17440440372721674,0.1708301603794098
BTC,2016-08-26,SingleTarget_Data,128,30,0.14435665632911168,0.14522108435630798
BTC,2016-09-09,SingleTarget_Data,128,30,0.16364432639138626,0.159443199634552
BTC,2016-10-29,SingleTarget_Data,128,30,0.18954755690699404,0.18257580697536469
BTC,2016-11-24,SingleTarget_Data,128,30,0.2049007843961076,0.20524488389492035
BTC,2016-12-14,SingleTarget_Data,128,30,0.2172987292284576,0.22774696350097656
BTC,2017-01-27,SingleTarget_Data,128,30,0.2683218623265552,0.2622659504413605
BTC,2017-02-14,SingleTarget_Data,128,30,0.3002531573456577,0.29077303409576416
BTC,2017-03-22,SingleTarget_Data,128,30,0.3098097581296977,0.3118441998958588
BTC,2017-04-20,SingleTarget_Data,128,30,0.3862233980053623,0.3661199510097504
BTC,2017-05-07,SingleTarget_Data,128,30,0.5339270009577965,0.5022342205047607
BTC,2017-06-11,SingleTarget_Data,128,30,0.8872435046091729,0.9757962226867676
BTC,2016-07-29,SingleTarget_Data,256,100,0.17440440372721674,0.16568611562252045
BTC,2016-08-26,SingleTarget_Data,256,100,0.14435665632911168,0.1474093347787857
BTC,2016-09-09,SingleTarget_Data,256,100,0.16364432639138626,0.15975905954837802
BTC,2016-10-29,SingleTarget_Data,256,100,0.18954755690699404,0.1828768998384476
BTC,2016-11-24,SingleTarget_Data,256,100,0.2049007843961076,0.20503488183021545
BTC,2016-12-14,SingleTarget_Data,256,100,0.2172987292284576,0.2187456637620926
BTC,2017-01-27,SingleTarget_Data,256,100,0.2683218623265552,0.2376440018415451
BTC,2017-02-14,SingleTarget_Data,256,100,0.3002531573456577,0.3033258020877838
BTC,2017-03-22,SingleTarget_Data,256,100,0.3098097581296977,0.31599506735801697
BTC,2017-04-20,SingleTarget_Data,256,100,0.3862233980053623,0.3735288977622986
BTC,2017-05-07,SingleTarget_Data,256,100,0.5339270009577965,0.4978392720222473
BTC,2017-06-11,SingleTarget_Data,256,100,0.8872435046091729,0.8303946256637573
BTC,2016-07-29,SingleTarget_Data,128,100,0.17440440372721674,0.17668956518173218
BTC,2016-08-26,SingleTarget_Data,128,100,0.14435665632911168,0.1485525369644165
BTC,2016-09-09,SingleTarget_Data,128,100,0.16364432639138626,0.15770336985588074
BTC,2016-10-29,SingleTarget_Data,128,100,0.18954755690699404,0.1809518337249756
BTC,2016-11-24,SingleTarget_Data,128,100,0.2049007843961076,0.2066209465265274
BTC,2016-12-14,SingleTarget_Data,128,100,0.2172987292284576,0.2194817215204239
BTC,2017-01-27,SingleTarget_Data,128,100,0.2683218623265552,0.2686620652675629
BTC,2017-02-14,SingleTarget_Data,128,100,0.3002531573456577,0.29659515619277954
BTC,2017-03-22,SingleTarget_Data,128,100,0.3098097581296977,0.3053501844406128
BTC,2017-04-20,SingleTarget_Data,128,100,0.3862233980053623,0.35958534479141235
BTC,2017-05-07,SingleTarget_Data,128,100,0.5339270009577965,0.4800754487514496
BTC,2017-06-11,SingleTarget_Data,128,100,0.8872435046091729,1.0671334266662598
BTC,2016-07-29,SingleTarget_Data,128,200,0.17440440372721674,0.1774858832359314
BTC,2016-08-26,SingleTarget_Data,128,200,0.14435665632911168,0.14407721161842346
BTC,2016-09-09,SingleTarget_Data,128,200,0.16364432639138626,0.1607857346534729
BTC,2016-10-29,SingleTarget_Data,128,200,0.18954755690699404,0.1805657297372818
BTC,2016-11-24,SingleTarget_Data,128,200,0.2049007843961076,0.20634791254997253
BTC,2016-12-14,SingleTarget_Data,128,200,0.2172987292284576,0.21861067414283752
BTC,2017-01-27,SingleTarget_Data,128,200,0.2683218623265552,0.2652662098407745
BTC,2017-02-14,SingleTarget_Data,128,200,0.3002531573456577,0.30247753858566284
BTC,2017-03-22,SingleTarget_Data,128,200,0.3098097581296977,0.3189709484577179
BTC,2017-04-20,SingleTarget_Data,128,200,0.3862233980053623,0.3728865087032318
BTC,2017-05-07,SingleTarget_Data,128,200,0.5339270009577965,0.484300971031189
BTC,2017-06-11,SingleTarget_Data,128,200,0.8872435046091729,0.9677959084510804
BTC,2016-07-29,SingleTarget_Data,256,200,0.17440440372721674,0.17293381690979004
BTC,2016-08-26,SingleTarget_Data,256,200,0.14435665632911168,0.15026085078716278
BTC,2016-09-09,SingleTarget_Data,256,200,0.16364432639138626,0.1584196388721466
BTC,2016-10-29,SingleTarget_Data,256,200,0.18954755690699404,0.18611714243888852
BTC,2016-11-24,SingleTarget_Data,256,200,0.2049007843961076,0.20491893589496613
BTC,2016-12-14,SingleTarget_Data,256,200,0.2172987292284576,0.2183728516101837
BTC,2017-01-27,SingleTarget_Data,256,200,0.2683218623265552,0.2674384117126465
BTC,2017-02-14,SingleTarget_Data,256,200,0.3002531573456577,0.29420554637908936
BTC,2017-03-22,SingleTarget_Data,256,200,0.3098097581296977,0.3098790347576141
BTC,2017-04-20,SingleTarget_Data,256,200,0.3862233980053623,0.3737019896507263
BTC,2017-05-07,SingleTarget_Data,256,200,0.5339270009577965,0.4423725605010986
BTC,2017-06-11,SingleTarget_Data,256,200,0.8872435046091729,1.0433202981948853
BTC,2016-07-29,SingleTarget_Data,256,30,0.17440440372721674,0.17664721608161926
BTC,2016-08-26,SingleTarget_Data,256,30,0.14435665632911168,0.14871373772621155
BTC,2016-09-09,SingleTarget_Data,256,30,0.16364432639138626,0.16048650443553925
BTC,2016-10-29,SingleTarget_Data,256,30,0.18954755690699404,0.1824826002120972
BTC,2016-11-24,SingleTarget_Data,256,30,0.2049007843961076,0.20922267436981198
BTC,2016-12-14,SingleTarget_Data,256,30,0.2172987292284576,0.2133796513080597
BTC,2017-01-27,SingleTarget_Data,256,30,0.2683218623265552,0.2662505507469177
BTC,2017-02-14,SingleTarget_Data,256,30,0.3002531573456577,0.3006735146045685
BTC,2017-03-22,SingleTarget_Data,256,30,0.3098097581296977,0.26783594489097595
BTC,2017-04-20,SingleTarget_Data,256,30,0.3862233980053623,0.3763826489448547
BTC,2017-05-07,SingleTarget_Data,256,30,0.5339270009577965,0.4888249933719635
BTC,2017-06-11,SingleTarget_Data,256,30,0.8872435046091729,0.8007238507270813
LTC,2016-07-29,SingleTarget_Data,128,30,0.0675733628726408,0.05866235867142677
LTC,2016-08-26,SingleTarget_Data,128,30,0.06158492378390039,0.05898578092455864
LTC,2016-09-09,SingleTarget_Data,128,30,0.06511657353548256,0.06355533748865128
LTC,2016-10-29,SingleTarget_Data,128,30,0.06795182264770458,0.0627124011516571
LTC,2016-11-24,SingleTarget_Data,128,30,0.06332060214185685,0.06403934210538864
LTC,2016-12-14,SingleTarget_Data,128,30,0.057638610899765026,0.05776350945234299
LTC,2017-01-27,SingleTarget_Data,128,30,0.06234355048350317,0.061691813170909875
LTC,2017-02-14,SingleTarget_Data,128,30,0.06289387019710209,0.06154071539640426
LTC,2017-03-22,SingleTarget_Data,128,30,0.06676577230209738,0.06496048718690872
LTC,2017-04-20,SingleTarget_Data,128,30,0.2420810409782084,0.21834252774715426
LTC,2017-05-07,SingleTarget_Data,128,30,0.5518846444587044,0.6830911040306091
LTC,2017-06-11,SingleTarget_Data,128,30,0.6906953282187045,0.6450013518333435
LTC,2016-07-29,SingleTarget_Data,256,100,0.0675733628726408,0.06460236012935637
LTC,2016-08-26,SingleTarget_Data,256,100,0.06158492378390039,0.06046140566468239
LTC,2016-09-09,SingleTarget_Data,256,100,0.06511657353548256,0.06417515873908998
LTC,2016-10-29,SingleTarget_Data,256,100,0.06795182264770458,0.06309287995100021
LTC,2016-11-24,SingleTarget_Data,256,100,0.06332060214185685,0.06406854838132857
LTC,2016-12-14,SingleTarget_Data,256,100,0.057638610899765026,0.05848326906561852
LTC,2017-01-27,SingleTarget_Data,256,100,0.06234355048350317,0.05952759459614754
LTC,2017-02-14,SingleTarget_Data,256,100,0.06289387019710209,0.06051113829016685
LTC,2017-03-22,SingleTarget_Data,256,100,0.06676577230209738,0.06384795904159546
LTC,2017-04-20,SingleTarget_Data,256,100,0.2420810409782084,0.216659814119339
LTC,2017-05-07,SingleTarget_Data,256,100,0.5518846444587044,0.5560448169708252
LTC,2017-06-11,SingleTarget_Data,256,100,0.6906953282187045,0.6799060702323914
LTC,2016-07-29,SingleTarget_Data,128,100,0.0675733628726408,0.06547541171312332
LTC,2016-08-26,SingleTarget_Data,128,100,0.06158492378390039,0.06032339483499528
LTC,2016-09-09,SingleTarget_Data,128,100,0.06511657353548256,0.0641750618815422
LTC,2016-10-29,SingleTarget_Data,128,100,0.06795182264770458,0.06295502185821532
LTC,2016-11-24,SingleTarget_Data,128,100,0.06332060214185685,0.06333302706480026
LTC,2016-12-14,SingleTarget_Data,128,100,0.057638610899765026,0.05822940915822983
LTC,2017-01-27,SingleTarget_Data,128,100,0.06234355048350317,0.06057088077068329
LTC,2017-02-14,SingleTarget_Data,128,100,0.06289387019710209,0.06138943135738373
LTC,2017-03-22,SingleTarget_Data,128,100,0.06676577230209738,0.0652053952217102
LTC,2017-04-20,SingleTarget_Data,128,100,0.2420810409782084,0.22520339488983154
LTC,2017-05-07,SingleTarget_Data,128,100,0.5518846444587044,0.6773130893707275
LTC,2017-06-11,SingleTarget_Data,128,100,0.6906953282187045,0.6613788604736328
LTC,2016-07-29,SingleTarget_Data,128,200,0.0675733628726408,0.06348824501037598
LTC,2016-08-26,SingleTarget_Data,128,200,0.06158492378390039,0.06101038306951523
LTC,2016-09-09,SingleTarget_Data,128,200,0.06511657353548256,0.06420238316059113
LTC,2016-10-29,SingleTarget_Data,128,200,0.06795182264770458,0.0627674013376236
LTC,2016-11-24,SingleTarget_Data,128,200,0.06332060214185685,0.06355571001768112
LTC,2016-12-14,SingleTarget_Data,128,200,0.057638610899765026,0.057656645774841316
LTC,2017-01-27,SingleTarget_Data,128,200,0.06234355048350317,0.061183527112007134
